Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Wimbledon R16,L vs Fritz,2,8,0.3,3.8%,15.4%,1,7,0.1,2.3%,15.9%,2.3%,0.0%,6.0,34.6%,5.8%
2025 Monte Carlo Masters R32,L vs Tsitsipas,22,27,0.8,13.8%,16.9%,17,26,0.7,11.7%,17.9%,6.2%,5.5%,0.7,12.5%,17.5%
2024 Tokyo R32,W vs Ruud,38,19,2.0,27.5%,13.8%,24,17,1.4,20.5%,14.5%,11.1%,7.7%,1.1,19.6%,18.1%
2024 US Open R16,L vs De Minaur,34,59,0.6,15.6%,27.1%,28,57,0.5,14.1%,28.8%,11.1%,3.0%,1.2,14.2%,11.9%
2024 US Open R32,W vs Arnaldi,37,18,2.1,19.3%,9.4%,28,18,1.6,16.6%,10.7%,10.7%,4.1%,0.7,16.7%,25.5%
2024 US Open R64,W vs Hurkacz,36,17,2.1,18.4%,8.7%,23,15,1.5,13.3%,8.7%,9.8%,2.9%,0.9,14.8%,17.3%
2024 US Open R128,W vs Lestienne,27,14,1.9,17.0%,8.8%,16,14,1.1,11.3%,9.9%,7.1%,2.1%,0.6,13.8%,25.2%
2024 Cincinnati Masters R32,W vs Baez,19,25,0.8,17.8%,23.4%,17,22,0.8,17.7%,22.9%,4.2%,6.3%,0.4,14.0%,33.6%
2024 Canada Masters R32,L vs Zverev,11,19,0.6,14.3%,24.7%,11,17,0.6,16.4%,25.4%,9.0%,1.5%,2.0,33.8%,16.9%
2024 Atlanta F,L vs Nishioka,43,36,1.2,21.9%,18.4%,26,36,0.7,14.7%,20.3%,10.7%,2.8%,1.0,14.3%,13.8%
2024 Wimbledon R64,L vs Nakashima,17,15,1.1,11.6%,10.2%,13,12,1.1,10.0%,9.2%,6.2%,3.1%,3.1,25.2%,8.2%
2024 Wimbledon R128,W vs Kotov,64,46,1.4,20.3%,14.6%,51,43,1.2,17.9%,15.1%,11.2%,5.3%,1.0,15.8%,15.5%
2024 Queen's Club SF,L vs Musetti,23,34,0.7,13.1%,19.3%,19,34,0.6,11.3%,20.2%,7.7%,3.0%,1.6,17.6%,10.8%
2024 Barcelona R16,L vs Ruud,17,22,0.8,17.9%,23.2%,13,21,0.6,14.6%,23.6%,7.9%,6.7%,2.0,21.1%,10.5%
2024 Los Cabos F,W vs Ruud,30,20,1.5,20.7%,13.8%,23,19,1.2,17.2%,14.2%,10.4%,6.7%,0.5,11.0%,23.4%
2024 Brisbane SF,L vs Dimitrov,13,17,0.8,10.1%,13.2%,8,16,0.5,7.3%,14.5%,1.8%,3.6%,1.6,27.1%,17.1%
2024 Brisbane QF,W vs Nadal,46,34,1.4,21.2%,15.7%,38,31,1.2,19.3%,15.7%,12.2%,7.1%,1.3,16.6%,12.4%
2023 US Open R128,L vs Van De Zandschulp,10,12,0.8,14.9%,17.9%,7,11,0.6,11.9%,18.6%,8.5%,3.4%,1.2,19.4%,16.4%
2023 Washington R16,W vs Eubanks,28,4,7.0,29.8%,4.3%,21,4,5.3,25.3%,4.8%,8.4%,4.8%,1.0,26.6%,27.7%
2023 Wimbledon R64,L vs Djokovic,43,20,2.2,21.6%,10.1%,22,18,1.2,13.1%,10.7%,6.5%,6.5%,3.1,20.1%,6.5%
Career (80 matches),,2344,2406,1.0,14.8%,15.2%,1785,2237,0.8,12.7%,15.9%,6.4%,3.3%,0.9,15.7%,17.9%
