Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,21,7,14,33.3%,14,6,8,42.9%,2013,2026,R64,21,0.91,8.7%,2.6%,61.0%,70.3%,50.2%,62.4%,34.2%,64.2%,35.4%
Roland Garros,11,Clay,14,3,11,21.4%,8,4,4,50.0%,2015,2025,R32,14,0.87,5.3%,2.3%,63.7%,68.4%,49.8%,61.7%,33.3%,59.4%,36.3%
Wimbledon,9,Grass,17,8,9,47.1%,9,4,5,44.4%,2016,2025,R16,17,0.93,9.9%,2.1%,61.0%,72.7%,51.0%,64.3%,33.3%,54.4%,35.7%
US Open,10,Hard,21,11,10,52.4%,8,5,3,62.5%,2016,2025,R16,21,1.03,7.4%,2.9%,61.5%,71.2%,49.3%,62.8%,38.5%,57.5%,40.9%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,0.59,7.5%,1.9%,62.3%,66.7%,50.0%,60.4%,23.4%,50.0%,0
Davis Cup,7,,10,5,5,50.0%,4,2,2,50.0%,2017,2025,,7,1.01,8.4%,1.6%,65.9%,69.5%,50.0%,62.9%,37.4%,53.2%,42.5%
Shanghai Masters,4,Hard,7,3,4,42.9%,2,0,2,0.0%,2017,2025,R64,7,1.02,11.5%,1.1%,69.4%,72.3%,51.7%,66.0%,34.6%,72.5%,33.3%
Tokyo,4,Hard,7,3,4,42.9%,5,3,2,60.0%,2019,2025,R16,7,0.87,10.2%,2.2%,61.5%,72.8%,47.5%,63.0%,32.1%,72.2%,32.4%
Chengdu,4,Hard,7,3,4,42.9%,3,2,1,66.7%,2016,2025,QF,7,1.03,11.3%,1.0%,59.5%,75.4%,55.6%,67.4%,33.6%,52.2%,28.6%
Cincinnati Masters,5,Hard,11,6,5,54.5%,5,4,1,80.0%,2019,2025,R16,10,1.05,6.9%,2.7%,57.6%,72.9%,50.6%,63.5%,38.3%,56.7%,40.3%
Queen's Club,4,Grass,11,6,5,54.5%,4,3,1,75.0%,2017,2025,SF,11,1.01,9.9%,2.1%,63.4%,73.5%,52.7%,65.9%,34.5%,65.5%,35.3%
s Hertogenbosch,7,Grass,16,9,7,56.3%,7,5,2,71.4%,2015,2025,F,15,1.10,8.0%,1.6%,61.9%,73.4%,58.8%,67.8%,35.3%,62.7%,34.5%
