Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,14,5,9,35.7%,16-24,40.0%,190-215,46.9%,5-4,55.6%,13,80.6%,13.3%,9.8%,1.8%,60.9%,70.8%,55.4%,64.8%,33.3%,49.1%,0.94
Clay,6,2,4,33.3%,6-8,42.9%,60-72,45.5%,1-0,100.0%,5,71.9%,19.4%,4.5%,2.4%,58.4%,68.0%,55.7%,62.9%,35.0%,48.1%,0.94
Grass,7,4,3,57.1%,12-9,57.1%,106-101,51.2%,1-1,50.0%,7,87.5%,13.5%,11.8%,2.0%,59.8%,74.4%,55.0%,66.6%,33.1%,49.8%,0.99
Grand Slams,9,5,4,55.6%,17-17,50.0%,161-164,49.5%,3-2,60.0%,9,81.4%,16.7%,10.2%,1.7%,59.9%,70.0%,55.7%,64.3%,35.0%,49.6%,0.98
Masters,11,5,6,45.5%,12-13,48.0%,121-132,47.8%,3-1,75.0%,10,81.5%,13.6%,8.7%,1.8%,60.3%,72.5%,56.6%,66.2%,32.7%,49.3%,0.97
Other Tours,6,1,5,16.7%,5-9,35.7%,64-79,44.8%,1-1,50.0%,6,79.7%,11.1%,9.1%,3.0%,60.3%,72.5%,52.4%,64.5%,31.5%,47.5%,0.89
Best of 5,9,5,4,55.6%,17-17,50.0%,161-164,49.5%,3-2,60.0%,9,81.4%,16.7%,10.2%,1.7%,59.9%,70.0%,55.7%,64.3%,35.0%,49.6%,0.98
Best of 3,18,6,12,33.3%,17-24,41.5%,195-224,46.5%,4-3,57.1%,16,80.8%,12.7%,8.9%,2.3%,60.3%,72.5%,55.1%,65.6%,32.3%,48.7%,0.94
vs Righties,20,9,11,45.0%,26-28,48.1%,262-282,48.2%,6-3,66.7%,18,81.7%,13.9%,9.8%,2.0%,60.1%,72.7%,55.0%,65.6%,33.3%,49.1%,0.97
vs Lefties,7,2,5,28.6%,8-13,38.1%,94-106,47.0%,1-2,33.3%,7,79.4%,16.0%,8.6%,1.9%,60.2%,68.2%,56.2%,63.4%,34.2%,49.1%,0.93
vs Top 10,3,0,3,0.0%,1-5,16.7%,22-35,38.6%,0-0,-,3,63.3%,10.0%,10.2%,1.2%,64.5%,67.3%,44.1%,59.0%,24.2%,41.9%,0.59
