Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 US Open R128,L vs Raducanu,4.3,3.9,4.7,32.6%,21.7%,52.9%,50.0%,60.8%,20.0%,-7.5,-7.9,-6.0,-11.5
2024 US Open R64,L vs Swiatek,3.8,4.2,3.2,36.4%,26.3%,50.0%,11.1%,44.3%,13.7%,-2.5,-4.5,-7.0,-11.5
2024 US Open Q3,W vs Hartono,3.9,3.6,4.2,58.5%,48.8%,43.8%,50.0%,37.9%,14.2%,15.0,15.5,-6.0,-4.4
2022 ITF Bonita Springs Q1,L vs Lisicki,2.2,2.3,2.1,46.4%,35.0%,50.0%,-,48.8%,19.0%,3.0,8.6,-0.5,-1.5
Last 52 Weeks (1 matches),,4.3,3.9,4.7,32.6%,21.7%,52.9%,50.0%,60.8%,20.0%,-7.5,-7.9,-6.0,-11.5
Career (4 matches),,3.5,3.5,3.5,46.4%,35.9%,48.8%,36.0%,46.6%,15.8%,2.0,2.8,-4.9,-6.9
