Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,12,8,4,66.7%,17-9,65.4%,119-95,55.6%,0-0,-,0,,,,,,,,,,,,W (W15 Pescara)
2021,10,8,2,80.0%,17-9,65.4%,131-111,54.1%,2-0,100.0%,0,,,,,,,,,,,,W (W25 Pescara)
2019,28,14,14,50.0%,36-31,53.7%,320-287,52.7%,0-3,0.0%,0,,,,,,,,,,,,QF (4x)
2018,73,50,23,68.5%,107-57,65.2%,827-663,55.5%,11-6,64.7%,0,,,,,,,,,,,,W (Cordenons $15K)
2017,58,34,24,58.6%,77-60,56.2%,668-575,53.7%,5-10,33.3%,0,,,,,,,,,,,,W (Cordenons 15K)
2016,54,36,18,66.7%,77-48,61.6%,629-499,55.8%,8-5,61.5%,0,,,,,,,,,,,,W (2x)
2015,49,32,17,65.3%,67-41,62.0%,564-419,57.4%,4-4,50.0%,0,,,,,,,,,,,,W (Sharm El Sheikh $10K)
2014,38,20,18,52.6%,44-37,54.3%,384-357,51.8%,3-5,37.5%,0,,,,,,,,,,,,W (2x)
2013,61,42,19,68.9%,89-53,62.7%,730-580,55.7%,9-9,50.0%,0,,,,,,,,,,,,W (2x)
2012,67,42,25,62.7%,93-57,62.0%,748-587,56.0%,5-6,45.5%,0,,,,,,,,,,,,W (2x)
2011,62,39,23,62.9%,86-59,59.3%,695-564,55.2%,4-3,57.1%,0,,,,,,,,,,,,W (2x)
2010,57,35,22,61.4%,77-52,59.7%,643-515,55.5%,7-6,53.8%,0,,,,,,,,,,,,W (3x)
2009,49,31,18,63.3%,67-45,59.8%,548-479,53.4%,6-3,66.7%,0,,,,,,,,,,,,W (Pesaro 10K)
2008,16,8,8,50.0%,20-20,50.0%,188-191,49.6%,2-2,50.0%,0,,,,,,,,,,,,F (Arezzo 10K)
2007,7,3,4,42.9%,7-9,43.8%,62-82,43.1%,0-0,-,0,,,,,,,,,,,,QF (Dubrovnik 10K)
2006,4,1,3,25.0%,3-7,30.0%,37-54,40.7%,0-0,-,0,,,,,,,,,,,,R16 (Jesi 10K)
Career,645,403,242,62.5%,884-594,59.8%,7293-6058,54.6%,66-62,51.6%,0,,,,,,,,,,,,
