Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,37,22,15,59.5%,55-36,60.4%,489-429,53.3%,10-7,58.8%,37,87.8%,17.6%,10.1%,2.2%,66.9%,74.3%,55.0%,67.9%,34.2%,51.3%,1.06
Clay,19,14,5,73.7%,31-13,70.5%,228-192,54.3%,1-0,100.0%,19,80.6%,26.8%,6.0%,3.4%,63.8%,70.8%,52.0%,64.0%,39.4%,51.5%,1.09
Grand Slams,8,5,3,62.5%,19-10,65.5%,149-122,55.0%,1-0,100.0%,8,85.5%,23.5%,10.2%,3.3%,64.8%,73.4%,52.4%,66.0%,36.8%,51.5%,1.08
Masters,25,16,9,64.0%,34-21,61.8%,287-261,52.4%,3-2,60.0%,25,84.3%,18.9%,7.8%,2.8%,65.9%,71.9%,53.4%,65.6%,34.6%,50.5%,1.01
Other Tours,23,15,8,65.2%,33-18,64.7%,281-238,54.1%,7-5,58.3%,23,86.7%,20.7%,9.2%,2.1%,66.5%,74.5%,55.5%,68.2%,36.8%,52.3%,1.16
Best of 5,8,5,3,62.5%,19-10,65.5%,149-122,55.0%,1-0,100.0%,8,85.5%,23.5%,10.2%,3.3%,64.8%,73.4%,52.4%,66.0%,36.8%,51.5%,1.08
Best of 3,48,31,17,64.6%,67-39,63.2%,568-499,53.2%,10-7,58.8%,48,85.4%,19.8%,8.5%,2.4%,66.2%,73.1%,54.4%,66.8%,35.7%,51.4%,1.07
Finals,2,2,0,100.0%,4-1,80.0%,28-20,58.3%,0-0,-,2,88.0%,26.1%,8.1%,5.2%,60.0%,84.0%,53.7%,71.9%,39.7%,54.9%,1.41
Semi-finals,3,2,1,66.7%,5-2,71.4%,38-31,55.1%,0-0,-,3,82.9%,26.5%,5.5%,2.5%,68.1%,70.4%,47.4%,63.0%,36.7%,51.0%,0.99
Quarter-finals,8,3,5,37.5%,8-10,44.4%,77-88,46.7%,0-2,0.0%,8,74.7%,18.8%,6.4%,2.1%,63.5%,67.6%,48.7%,60.7%,36.4%,48.8%,0.93
vs Righties,47,29,18,61.7%,68-43,61.3%,586-523,52.8%,9-7,56.3%,47,85.1%,19.6%,8.8%,2.5%,65.8%,72.6%,53.7%,66.2%,35.5%,51.0%,1.05
vs Lefties,9,7,2,77.8%,18-6,75.0%,131-98,57.2%,2-0,100.0%,9,87.1%,25.2%,9.1%,3.3%,66.4%,75.9%,55.4%,69.0%,37.8%,53.3%,1.22
vs Top 10,8,4,4,50.0%,10-10,50.0%,92-99,48.2%,0-1,0.0%,8,81.4%,14.0%,7.1%,3.8%,65.9%,70.1%,47.7%,62.5%,32.2%,48.2%,0.86
