Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,25,16,9,64.0%,12,4,8,33.3%,2017,2026,R16,22,1.05,8.9%,3.1%,66.7%,71.4%,54.7%,65.8%,36.0%,69.2%,36.4%
Roland Garros,9,Clay,38,29,9,76.3%,15,8,7,53.3%,2017,2025,F,32,1.14,5.3%,2.5%,66.2%,68.9%,54.8%,64.2%,40.8%,63.5%,41.2%
Wimbledon,6,Grass,9,3,6,33.3%,7,4,3,57.1%,2018,2024,R64,8,1.06,8.8%,4.9%,63.1%,74.6%,51.5%,66.0%,35.9%,59.1%,30.0%
US Open,9,Hard,27,18,9,66.7%,15,10,5,66.7%,2017,2025,F,25,1.11,6.6%,3.4%,62.5%,73.3%,53.8%,66.0%,37.6%,66.3%,39.0%
Olympics,1,,4,3,1,75.0%,1,1,0,100.0%,2024,2024,QF,4,1.20,6.8%,2.9%,69.6%,73.0%,64.9%,70.6%,35.3%,77.3%,50.0%
Davis Cup,8,,20,16,4,80.0%,2,2,0,100.0%,2016,2025,,13,1.30,7.7%,2.2%,66.2%,72.3%,60.6%,68.3%,41.2%,59.6%,43.8%
Miami Masters,9,Hard,21,12,9,57.1%,8,4,4,50.0%,2016,2026,F,21,1.00,7.5%,2.9%,65.1%,72.8%,47.1%,63.8%,36.2%,65.9%,38.3%
Indian Wells Masters,8,Hard,18,10,8,55.6%,9,5,4,55.6%,2018,2026,QF,18,1.02,5.5%,2.8%,63.7%,71.4%,54.3%,65.2%,35.4%,67.7%,38.5%
Acapulco,5,Hard,13,8,5,61.5%,7,2,5,28.6%,2021,2026,F,11,1.11,8.8%,2.0%,65.0%,75.9%,56.9%,69.2%,34.1%,66.0%,40.3%
Auckland,4,Hard,6,2,4,33.3%,7,2,5,28.6%,2018,2026,R16,6,1.04,8.0%,2.4%,69.0%,75.9%,57.1%,70.1%,31.2%,74.2%,28.9%
United Cup,3,Hard,9,7,2,77.8%,2,1,1,50.0%,2023,2026,W,9,1.26,10.2%,2.8%,67.9%,75.5%,53.5%,68.5%,39.8%,67.6%,44.4%
Paris Masters,7,Hard,12,5,7,41.7%,3,1,2,33.3%,2019,2025,QF,12,0.98,6.7%,3.1%,60.5%,71.6%,54.6%,64.9%,34.6%,56.9%,42.3%
