Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Indian Wells R16,L vs Alcaraz,0.98,0.36,36.9,2.1,10.0%,57.5%,10.3%,51.3%,20.0%,13.6%
2026 Indian Wells R32,W vs Vacherot,1.15,1.24,57.4,4.4,6.8%,61.4%,5.3%,78.9%,38.6%,26.3%
2026 Delray Beach R16,W vs Giron,1.23,1.11,62.1,5.9,26.8%,80.4%,10.2%,57.1%,29.4%,25.6%
2026 United Cup RR,W vs De Minaur,1.16,1.61,40.4,2.1,11.8%,73.5%,6.3%,62.5%,47.1%,40.6%
2025 Stockholm F,W vs Humbert,1.32,7.73,30.3,2.1,9.5%,95.2%,0.0%,88.9%,46.2%,43.5%
2025 Stockholm SF,W vs Shapovalov,1.22,1.56,47.9,2.3,3.1%,65.6%,3.2%,71.0%,37.9%,44.0%
2025 Stockholm QF,W vs Korda,1.04,1.24,61.1,4.8,9.4%,64.2%,12.8%,76.6%,28.1%,44.2%
2025 Stockholm R16,W vs Cilic,0.98,2.66,47.8,3.3,11.1%,85.2%,16.7%,83.3%,36.7%,48.9%
2025 Tokyo SF,L vs Alcaraz,0.91,0.80,66.5,5.0,10.4%,68.8%,4.8%,61.9%,39.0%,20.5%
2025 Tokyo QF,W vs Vukic,1.35,2.65,34.5,2.4,26.9%,80.8%,9.1%,77.3%,40.9%,41.2%
2025 Tokyo R16,W vs Berrettini,1.41,2.13,45.0,2.2,13.3%,76.7%,3.7%,77.8%,40.6%,28.1%
2025 US Open R64,L vs Collignon,0.77,0.88,49.4,5.6,10.7%,70.7%,6.2%,56.9%,39.5%,42.7%
2025 Canada R16,L vs Khachanov,1.06,0.59,47.7,2.3,18.9%,56.8%,5.7%,62.9%,32.1%,11.5%
2025 Canada R64,W vs Safiullin,1.31,1.63,44.7,2.2,15.6%,68.8%,6.9%,58.6%,40.7%,50.0%
2025 Roland Garros R128,W vs Ramos,1.23,1.70,27.3,2.2,9.5%,69.0%,7.9%,68.4%,46.8%,39.5%
2025 Rome QF,L vs Sinner,0.90,0.32,26.3,2.0,4.5%,40.9%,0.0%,22.7%,21.1%,28.6%
2025 Rome R16,W vs Munar,1.28,2.07,35.5,2.0,3.4%,82.8%,4.0%,72.0%,32.3%,40.0%
2025 Rome R64,W vs Bublik,1.10,1.56,48.9,2.2,11.6%,67.4%,5.7%,77.1%,46.0%,33.3%
2025 Madrid F,W vs Draper,1.17,1.19,68.6,3.6,11.8%,70.6%,6.7%,55.6%,40.4%,34.0%
2025 Madrid SF,W vs Cerundolo,1.41,1.34,65.4,3.1,2.3%,47.7%,7.3%,65.9%,33.3%,50.0%
2026 (4 matches),,1.15,1.04,51.1,3.0,14.9%,69.0%,8.2%,62.0%,34.4%,27.4%
2025 (31 matches),,1.08,1.22,50.0,2.7,9.9%,66.8%,5.1%,66.1%,37.0%,38.7%
2024 (41 matches),,1.05,1.15,45.3,2.5,8.5%,67.9%,6.1%,63.6%,37.4%,37.4%
2023 (32 matches),,1.00,1.07,48.5,2.6,7.4%,67.5%,5.3%,62.3%,36.0%,38.2%
2022 (50 matches),,1.05,1.20,46.7,2.6,8.0%,69.7%,6.6%,65.4%,38.2%,35.6%
Career (397 matches),,1.04,1.11,50.5,2.6,6.8%,66.0%,4.9%,63.6%,37.6%,37.8%
