Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells R16,L vs Alcaraz,3.7,4.1,3.2,47.9%,30.6%,35.7%,20.0%,51.1%,20.9%,1.0,1.6,-10.5,-15.7
2026 Indian Wells R32,W vs Vacherot,4.0,4.0,3.9,49.5%,51.7%,71.4%,44.4%,63.6%,23.2%,18.5,14.7,-1.5,-2.1
2026 Delray Beach R16,W vs Giron,3.9,3.2,4.6,52.9%,55.0%,47.8%,13.3%,56.2%,26.1%,-6.0,-3.8,-7.0,-7.2
2026 United Cup RR,W vs De Minaur,4.0,3.4,4.5,63.0%,56.7%,31.6%,50.0%,49.3%,20.5%,7.0,8.0,-3.5,-4.0
2025 Stockholm F,W vs Humbert,4.6,4.6,4.6,56.9%,69.2%,83.3%,83.3%,50.9%,22.6%,13.5,19.0,4.5,7.1
2025 Stockholm SF,W vs Shapovalov,3.9,4.3,3.5,56.3%,58.3%,41.7%,60.0%,53.0%,25.6%,18.0,20.7,1.5,2.4
2025 Stockholm QF,W vs Korda,3.6,3.6,3.6,50.8%,56.1%,55.6%,45.5%,45.1%,26.7%,14.0,12.3,-1.5,-1.3
2025 Stockholm R16,W vs Cilic,3.2,2.8,3.4,50.5%,75.0%,50.0%,100.0%,41.8%,27.3%,7.5,12.5,6.5,8.2
2025 Tokyo SF,L vs Alcaraz,3.2,3.2,3.2,53.6%,42.9%,30.8%,40.0%,44.9%,21.2%,-1.0,-1.4,-5.0,-5.6
2025 Tokyo QF,W vs Vukic,3.4,3.3,3.5,62.1%,58.8%,75.0%,50.0%,50.4%,35.7%,12.0,24.5,5.5,15.3
2025 Tokyo R16,W vs Berrettini,3.7,3.9,3.4,53.9%,56.0%,63.6%,44.4%,51.1%,24.4%,17.5,23.6,-2.0,-3.2
2025 US Open R64,L vs Collignon,3.9,3.7,4.0,51.6%,53.8%,54.8%,46.7%,67.4%,12.7%,3.0,1.0,2.0,1.5
2025 Canada R16,L vs Khachanov,3.9,4.3,3.5,50.6%,41.7%,35.7%,9.1%,55.4%,23.3%,0.5,0.5,-6.0,-9.0
2025 Canada R64,W vs Safiullin,3.3,3.5,3.1,60.8%,40.9%,60.0%,44.4%,48.2%,19.7%,6.0,12.0,-3.0,-5.3
2025 Roland Garros R128,W vs Ramos,4.9,4.4,5.3,56.4%,58.3%,57.9%,42.9%,48.2%,16.3%,14.0,8.8,1.0,0.6
2025 Rome QF,L vs Sinner,5.9,5.9,5.8,40.0%,23.8%,20.0%,18.8%,48.7%,16.5%,-3.5,-4.0,-7.0,-8.6
2025 Rome R16,W vs Munar,5.2,5.0,5.4,50.9%,57.7%,72.2%,50.0%,59.8%,14.9%,13.5,10.2,-4.0,-4.8
2025 Rome R64,W vs Bublik,3.3,3.4,3.3,51.3%,57.9%,46.2%,77.8%,49.8%,12.0%,5.0,5.1,2.0,2.2
2025 Madrid F,W vs Draper,4.5,4.2,4.7,53.3%,46.8%,48.0%,42.9%,65.0%,20.0%,22.5,10.8,-6.0,-5.8
2025 Madrid SF,W vs Cerundolo,4.1,4.1,4.1,53.2%,46.3%,40.0%,60.0%,50.2%,16.8%,5.5,5.0,-5.0,-5.1
Career (220 matches),,4.2,4.2,4.2,52.0%,51.9%,51.9%,47.6%,55.4%,18.9%,10.7,8.3,0.0,0.0
