Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,14,7,7,50.0%,19-18,51.4%,191-183,51.1%,2-5,28.6%,14,88.7%,13.8%,10.2%,2.2%,67.4%,71.7%,55.1%,66.3%,32.0%,49.9%,0.95,QF (Delray Beach)
2025,54,37,17,68.5%,85-42,66.9%,671-565,54.3%,10-4,71.4%,51,83.9%,22.5%,8.0%,2.8%,66.1%,73.1%,53.1%,66.3%,37.5%,51.8%,1.11,W (2x)
2024,76,51,25,67.1%,119-74,61.7%,1001-851,54.0%,17-11,60.7%,72,84.1%,23.9%,7.6%,2.7%,65.6%,73.1%,53.8%,66.5%,37.8%,52.0%,1.13,W (2x)
2023,59,36,23,61.0%,95-63,60.1%,837-729,53.4%,18-13,58.1%,59,83.1%,23.2%,6.3%,3.4%,63.5%,71.3%,53.7%,64.9%,37.9%,51.4%,1.08,W (Estoril)
2022,73,51,22,69.9%,123-68,64.4%,1043-861,54.8%,25-13,65.8%,71,85.6%,22.4%,7.5%,2.6%,65.1%,74.8%,55.4%,68.0%,36.9%,52.3%,1.16,W (3x)
2021,76,58,18,76.3%,125-55,69.4%,979-744,56.8%,14-9,60.9%,73,85.2%,27.4%,7.1%,2.7%,64.1%,73.5%,56.6%,67.4%,39.3%,53.1%,1.21,W (5x)
2020,35,22,13,62.9%,51-38,57.3%,460-396,53.7%,4-9,30.8%,35,84.3%,23.5%,5.3%,2.3%,67.2%,71.1%,55.3%,65.9%,37.3%,51.4%,1.09,W (Buenos Aires)
2019,42,23,19,54.8%,49-47,51.0%,472-431,52.3%,4-7,36.4%,40,79.2%,22.7%,5.2%,4.2%,65.4%,70.1%,51.8%,63.8%,36.0%,50.4%,1.00,F (Houston)
2018,15,6,9,40.0%,17-24,41.5%,198-203,49.4%,1-4,20.0%,15,78.0%,20.4%,6.7%,2.9%,64.9%,68.7%,49.0%,61.8%,35.7%,49.3%,0.93,QF (Bastad)
2017,16,7,9,43.8%,18-20,47.4%,186-188,49.7%,2-3,40.0%,16,79.6%,19.4%,4.9%,3.1%,66.4%,67.8%,51.3%,62.3%,35.3%,49.1%,0.93,SF (Rio de Janeiro)
2016,3,1,2,33.3%,2-5,28.6%,28-37,43.1%,0-1,0.0%,3,71.0%,18.2%,9.4%,5.3%,63.2%,68.5%,54.0%,63.2%,29.9%,45.4%,0.81,
Career,463,299,164,64.6%,703-454,60.8%,6066-5188,53.9%,97-79,55.1%,449,83.7%,23.2%,6.9%,2.9%,65.2%,72.3%,54.1%,66.0%,37.3%,51.6%,1.10,
