Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,266,165,101,62.0%,328-222,59.6%,2669-2280,53.9%,31-21,59.6%,0,,,,,,,,,,,
Clay,184,120,64,65.2%,245-148,62.3%,1934-1571,55.2%,23-19,54.8%,0,,,,,,,,,,,
Grass,101,70,31,69.3%,140-65,68.3%,1036-796,56.6%,13-13,50.0%,0,,,,,,,,,,,
Carpet,119,68,51,57.1%,133-106,55.6%,1103-1012,52.2%,15-11,57.7%,0,,,,,,,,,,,
Grand Slams,157,105,52,66.9%,220-123,64.1%,1743-1431,54.9%,18-17,51.4%,0,,,,,,,,,,,
Premiers,12,4,8,33.3%,8-17,32.0%,95-132,41.9%,0-1,0.0%,0,,,,,,,,,,,
Internationals,3,2,1,66.7%,4-2,66.7%,31-23,57.4%,0-0,-,0,,,,,,,,,,,
Finals,19,4,15,21.1%,11-31,26.2%,139-218,38.9%,2-1,66.7%,0,,,,,,,,,,,
Semi-finals,38,19,19,50.0%,37-42,46.8%,353-366,49.1%,8-7,53.3%,0,,,,,,,,,,,
Quarter-finals,88,38,50,43.2%,73-100,42.2%,691-804,46.2%,14-8,63.6%,0,,,,,,,,,,,
vs Righties,469,263,206,56.1%,536-435,55.2%,4572-4210,52.1%,52-51,50.5%,0,,,,,,,,,,,
vs Lefties,44,31,13,70.5%,58-28,67.4%,404-343,54.1%,9-2,81.8%,0,,,,,,,,,,,
vs Top 10,138,32,106,23.2%,71-205,25.7%,968-1478,39.6%,18-16,52.9%,0,,,,,,,,,,,
