Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
21,Steffi Graf [GER],1,20,4.8%,4,2,2,50.0%,1988,1999,0,,,,,,,,,,
14,Arantxa Sanchez Vicario [ESP],3,11,21.4%,3,0,3,0.0%,1988,1998,0,,,,,,,,,,
13,Jana Novotna [CZE],4,9,30.8%,4,4,0,100.0%,1985,1999,0,,,,,,,,,,
13,Martina Navratilova [USA],5,8,38.5%,5,3,2,60.0%,1987,1993,0,,,,,,,,,,
12,Amanda Coetzer [RSA],7,5,58.3%,6,3,3,50.0%,1989,2000,0,,,,,,,,,,
12,Nathalie Tauziat [FRA],6,6,50.0%,3,2,1,66.7%,1988,1999,0,,,,,,,,,,
12,Conchita Martinez [ESP],4,8,33.3%,3,2,1,66.7%,1990,1997,0,,,,,,,,,,
12,Zina Garrison [USA],7,5,58.3%,2,2,0,100.0%,1989,1994,0,,,,,,,,,,
11,Lisa Raymond [USA],6,5,54.5%,4,1,3,25.0%,1993,2000,0,,,,,,,,,,
10,Leila Meskhi [GEO],7,3,70.0%,3,2,1,66.7%,1986,1993,0,,,,,,,,,,
9,Brenda Schultz Mccarthy [NED],9,0,100.0%,3,3,0,100.0%,1987,1998,0,,,,,,,,,,
9,Gabriela Sabatini [ARG],1,8,11.1%,1,0,1,0.0%,1987,1995,0,,,,,,,,,,
8,Irina Spirlea [ROU],6,2,75.0%,1,0,1,0.0%,1994,2000,0,,,,,,,,,,
7,Anke Huber [GER],1,6,14.3%,0,0,0,-,1991,2000,0,,,,,,,,,,
7,Mary Pierce [FRA],2,5,28.6%,3,1,2,33.3%,1992,1999,0,,,,,,,,,,
