Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2002,1,0,1,0.0%,1-2,33.3%,11-16,40.7%,0-0,-,0,,,,,,,,,,,,R128 (Wimbledon)
2000,24,11,13,45.8%,22-31,41.5%,225-260,46.4%,0-2,0.0%,0,,,,,,,,,,,,QF (Klagenfurt)
1999,48,26,22,54.2%,54-45,54.5%,487-446,52.2%,4-8,33.3%,0,,,,,,,,,,,,W (Eastbourne)
1998,62,40,22,64.5%,82-47,63.6%,625-530,54.1%,4-4,50.0%,0,,,,,,,,,,,,SF (3x)
1997,50,29,21,58.0%,57-46,55.3%,468-443,51.4%,9-4,69.2%,0,,,,,,,,,,,,SF (Eastbourne)
1996,30,16,14,53.3%,34-30,53.1%,294-289,50.4%,2-4,33.3%,0,,,,,,,,,,,,QF (Luxembourg)
1995,53,35,18,66.0%,73-44,62.4%,599-478,55.6%,7-6,53.8%,0,,,,,,,,,,,,F (Indian Wells)
1994,46,34,12,73.9%,67-28,70.5%,497-341,59.3%,7-4,63.6%,0,,,,,,,,,,,,W (Chicago)
1993,56,37,19,66.1%,70-39,64.2%,544-434,55.6%,8-4,66.7%,0,,,,,,,,,,,,F (Filderstadt)
1992,54,34,20,63.0%,67-42,61.5%,534-429,55.5%,8-6,57.1%,0,,,,,,,,,,,,QF (6x)
1991,49,30,19,61.2%,55-40,57.9%,450-396,53.2%,10-5,66.7%,0,,,,,,,,,,,,F (Birmingham)
1990,57,42,15,73.7%,82-38,68.3%,607-455,57.2%,7-4,63.6%,0,,,,,,,,,,,,W (2x)
1989,42,24,18,57.1%,52-34,60.5%,417-331,55.7%,2-7,22.2%,0,,,,,,,,,,,,F (2x)
1988,63,42,21,66.7%,84-46,64.6%,638-510,55.6%,8-5,61.5%,0,,,,,,,,,,,,F (4x)
1987,34,22,12,64.7%,44-26,62.9%,328-272,54.7%,4-2,66.7%,0,,,,,,,,,,,,F (2x)
1986,10,5,5,50.0%,11-13,45.8%,104-112,48.1%,2-0,100.0%,0,,,,,,,,,,,,F (Little Rock)
Career,679,427,252,62.9%,855-551,60.8%,6828-5742,54.3%,82-65,55.8%,0,,,,,,,,,,,,
