Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1998 Wimbledon SF,L vs Tauziat,3.7,3.7,3.8,52.2%,52.9%,46.7%,40.0%,41.9%,45.6%,6.5,6.4,0.0,0.0
1994 Roland Garros R16,L vs Halard Decugis,3.8,3.8,3.8,45.5%,42.9%,39.3%,54.5%,50.2%,59.0%,6.5,6.3,1.0,2.2
1994 Key Biscayne F,L vs Graf,3.7,3.4,4.2,47.9%,37.8%,28.6%,55.6%,37.9%,49.7%,-5.0,-5.8,2.0,2.7
1989 Roland Garros R128,L vs Reggi Concato,6.0,5.6,6.4,56.2%,39.5%,29.7%,60.0%,41.1%,25.3%,-0.5,-0.3,-1.5,-0.8
1989 Hilton Head F,L vs Graf,5.0,5.5,4.3,29.4%,40.9%,54.5%,40.0%,45.5%,27.8%,-3.5,-4.0,-6.0,-7.3
1988 Roland Garros F,L vs Graf,4.5,5.3,3.6,23.3%,20.0%,10.0%,28.6%,41.2%,25.0%,-4.0,-10.8,-2.0,-4.8
1988 Roland Garros R16,W vs Navratilova,5.3,5.7,4.8,41.5%,60.5%,55.0%,55.0%,51.2%,13.4%,18.5,12.8,16.0,13.3
Career (7 matches),,4.6,4.6,4.5,45.3%,45.6%,37.3%,52.3%,44.1%,34.2%,2.6,2.5,1.4,1.5
