Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2020,2024,Q2,4,0.93,3.2%,4.6%,62.3%,62.1%,33.6%,51.4%,45.0%,48.6%,26.9%
Roland Garros,3,Clay,4,1,3,25.0%,1,0,1,0.0%,2020,2024,Q2,4,0.90,2.1%,2.5%,67.5%,52.5%,39.0%,48.1%,46.8%,32.3%,50.0%
Wimbledon,2,Grass,2,0,2,0.0%,0,0,0,-,2021,2024,Q1,2,0.81,3.9%,3.2%,59.7%,63.0%,37.1%,52.6%,38.4%,47.6%,37.5%
US Open,1,Hard,1,0,1,0.0%,0,0,0,-,2024,2024,Q1,1,0.91,5.3%,4.4%,52.6%,65.0%,46.3%,56.1%,40.0%,66.7%,30.8%
Austin,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2023,2026,Q1,2,0.84,3.8%,3.8%,58.6%,53.8%,36.4%,46.6%,44.8%,45.8%,37.0%
Guangzhou,5,Hard,7,2,5,28.6%,0,0,0,-,2015,2024,R32,6,0.76,1.0%,4.7%,59.6%,54.3%,36.5%,47.2%,40.1%,48.3%,48.3%
Ningbo,2,Hard,5,3,2,60.0%,2,2,0,100.0%,2023,2024,R32,5,1.04,4.3%,4.6%,53.9%,64.0%,41.4%,53.6%,48.1%,41.7%,67.7%
Beijing,3,Hard,3,0,3,0.0%,0,0,0,-,2019,2024,Q1,3,0.78,4.7%,3.7%,53.2%,56.4%,37.1%,47.4%,41.0%,33.3%,50.0%
Bogota,2,Clay,5,3,2,60.0%,0,0,0,-,2022,2024,R32,5,1.04,2.7%,5.8%,61.5%,59.4%,45.0%,53.8%,47.9%,42.9%,39.2%
Nanchang,5,Hard,11,6,5,54.5%,0,0,0,-,2015,2023,R16,9,1.17,3.1%,5.9%,56.5%,65.6%,47.4%,57.7%,49.4%,51.6%,49.4%
