Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,28.6%,12.5%,2.4%,4.9%,48.8%,55.0%,23.8%,39.0%,31.9%,35.2%,0.52,R32 (Cleveland)
2017,1,0,1,0.0%,1-2,33.3%,10-13,43.5%,0-0,-,1,58.3%,27.3%,1.3%,1.3%,52.6%,56.1%,48.6%,52.6%,38.5%,46.2%,0.81,R32 (Bucharest)
2015,4,1,3,25.0%,3-7,30.0%,38-52,42.2%,0-0,-,2,62.5%,16.7%,5.6%,3.1%,58.1%,66.7%,41.8%,56.3%,34.8%,45.7%,0.80,R16 (Quebec City)
2013,2,0,2,0.0%,1-4,20.0%,23-27,46.0%,0-0,-,2,-,-,7.5%,3.8%,54.1%,76.7%,37.0%,58.5%,40.0%,49.5%,0.96,R32 (Acapulco)
2012,9,2,7,22.2%,6-15,28.6%,87-108,44.6%,0-2,0.0%,8,-,-,5.9%,4.1%,54.6%,60.4%,44.0%,53.0%,41.8%,47.4%,0.89,R16 (San Diego)
2011,8,3,5,37.5%,6-11,35.3%,65-81,44.5%,1-0,100.0%,8,-,-,3.6%,4.2%,59.2%,61.1%,48.7%,56.1%,38.4%,47.6%,0.87,QF (Memphis)
2010,6,2,4,33.3%,6-8,42.9%,56-71,44.1%,1-0,100.0%,6,-,-,6.4%,4.8%,53.5%,72.3%,41.7%,58.1%,35.7%,47.9%,0.85,QF (Quebec City)
2009,20,7,13,35.0%,16-26,38.1%,177-197,47.3%,1-2,33.3%,15,-,-,6.7%,3.7%,58.2%,64.6%,40.4%,54.5%,42.8%,48.8%,0.94,
2008,2,0,2,0.0%,1-4,20.0%,17-28,37.8%,0-0,-,2,-,-,3.4%,6.1%,53.4%,54.4%,40.6%,48.0%,43.0%,45.7%,0.83,R32 (Stanford)
2007,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,2,-,-,5.0%,6.9%,50.5%,56.9%,36.0%,46.5%,30.2%,38.6%,0.57,R32 (Cincinnati)
2006,4,0,4,0.0%,1-8,11.1%,23-53,30.3%,0-0,-,2,-,-,2.7%,1.4%,53.4%,63.3%,34.8%,50.0%,35.4%,42.8%,0.71,R16 (Forest Hills)
2005,6,3,3,50.0%,6-7,46.2%,52-60,46.4%,0-0,-,0,,,,,,,,,,,,SF (Forest Hills)
Career,65,18,47,27.7%,47-98,32.4%,559-726,43.5%,3-4,42.9%,49,55.8%,18.6%,5.5%,4.0%,56.0%,64.0%,41.8%,54.3%,39.6%,47.2%,0.87,
