Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Denver CO SF,W vs Topalova,100% (6/6),55% (6/11),2/2,1/1,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2019 W25 Osprey FL QF,L vs Arconada,75% (6/8),0% (0/3),0/0,0/0,75% (9/12),3/5,2/3,- (0/0),- (0/0)
2019 W25 Osprey FL R16,W vs Rogowska,78% (7/9),45% (5/11),2/3,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Osprey FL R32,W vs Black,60% (9/15),70% (7/10),2/3,1/1,62% (8/13),0/1,0/0,- (0/0),- (0/0)
2019 W80 Dothan AL Q1,L vs Kucova,33% (2/6),0% (0/5),0/0,0/0,38% (3/8),2/4,1/2,- (0/0),- (0/0)
2017 Luxembourg Q1,L vs Parmentier,40% (2/5),100% (1/1),0/0,0/0,54% (7/13),3/5,3/4,- (0/0),- (0/0)
2017 Linz Q1,L vs Buzarnescu,63% (5/8),100% (1/1),0/0,0/0,33% (2/6),1/3,1/2,- (0/0),- (0/0)
2017 US Open Q2,L vs Duque Marino,56% (5/9),50% (2/4),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2017 US Open Q1,W vs Kulichkova,50% (8/16),56% (5/9),2/4,1/3,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2017 Bucharest R32,L vs Goerges,70% (7/10),75% (3/4),1/5,0/0,50% (5/10),3/5,2/3,- (0/0),- (0/0)
2017 Nottingham Q1,L vs Fett,63% (5/8),67% (2/3),0/0,0/0,58% (7/12),4/6,4/5,- (0/0),- (0/0)
2017 Trnava $100K R16,L vs Nara,50% (3/6),40% (2/5),0/0,0/0,25% (2/8),2/4,2/3,- (0/0),- (0/0)
2017 Trnava $100K R32,W vs Melichar,82% (9/11),27% (3/11),2/5,1/4,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2016 Midland MI $100K R32,W vs Crawford,78% (7/9),71% (5/7),2/3,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2016 Australian Open Q1,L vs Kumkhum,27% (3/11),33% (1/3),0/0,0/0,64% (9/14),5/7,1/2,- (0/0),- (0/0)
2015 Kirkland WA $50K QF,L vs Lottner,75% (3/4),40% (2/5),0/0,0/0,54% (7/13),5/7,1/2,- (0/0),- (0/0)
2015 Kirkland WA $50K R16,W vs Townsend,73% (8/11),100% (4/4),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2015 Kirkland WA $50K R32,W vs Brodsky,67% (6/9),33% (6/18),2/5,1/2,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2015 Las Vegas NV $50K QF,L vs Krajicek,100% (4/4),- (0/0),0/0,0/0,20% (1/5),1/3,1/2,- (0/0),- (0/0)
2015 Las Vegas NV $50K R32,W vs Anderson,53% (8/15),100% (4/4),2/3,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 (5 matches),,68.2%,45.0%,75.0%,100.0%,66.7%,50.0%,60.0%,-,-
2017 (8 matches),,60.3%,50.0%,35.7%,28.6%,49.3%,52.0%,66.7%,-,-
2016 (2 matches),,50.0%,60.0%,66.7%,100.0%,61.1%,71.4%,50.0%,-,-
2015 (20 matches),,59.6%,45.1%,64.7%,53.3%,54.8%,42.2%,36.8%,30.0%,36.4%
2013 (12 matches),,57.9%,42.1%,38.5%,57.1%,55.7%,34.6%,11.1%,-,-
Career (67 matches),,60.2%,47.5%,52.8%,51.9%,55.3%,41.7%,42.0%,50.0%,31.6%
