Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,49,15,34,30.6%,36-71,33.6%,404-528,43.3%,2-3,40.0%,35,28.6%,12.5%,5.4%,4.6%,55.3%,64.7%,41.6%,54.4%,38.7%,46.8%,0.85
Clay,11,2,9,18.2%,8-19,29.6%,109-139,44.0%,0-1,0.0%,9,61.1%,20.0%,4.4%,2.3%,56.0%,61.7%,41.6%,52.8%,42.6%,47.9%,0.90
Grass,5,1,4,20.0%,3-8,27.3%,46-59,43.8%,1-0,100.0%,5,-,-,8.3%,3.9%,60.2%,64.5%,44.0%,56.4%,39.6%,48.1%,0.91
Grand Slams,14,3,11,21.4%,8-23,25.8%,110-163,40.3%,0-1,0.0%,10,71.4%,14.3%,6.6%,3.2%,58.3%,61.5%,40.4%,52.7%,38.1%,45.6%,0.81
Premiers,13,2,11,15.4%,6-22,21.4%,97-148,39.6%,0-0,-,12,50.0%,20.0%,5.0%,4.4%,54.4%,60.5%,42.0%,52.1%,39.8%,46.2%,0.83
Internationals,27,8,19,29.6%,22-41,34.9%,255-316,44.7%,2-2,50.0%,20,58.3%,27.3%,4.5%,3.6%,56.1%,64.8%,44.0%,55.7%,39.2%,47.8%,0.88
Semi-finals,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,
Quarter-finals,3,1,2,33.3%,2-4,33.3%,21-29,42.0%,0-0,-,2,-,-,4.6%,3.7%,53.2%,60.3%,35.3%,48.6%,28.6%,39.5%,0.56
vs Righties,60,15,45,25.0%,41-94,30.4%,512-692,42.5%,3-4,42.9%,46,57.6%,18.2%,5.6%,4.0%,55.8%,64.3%,41.2%,54.1%,39.6%,47.1%,0.86
vs Lefties,5,3,2,60.0%,6-4,60.0%,47-34,58.0%,0-0,-,3,50.0%,20.0%,3.6%,5.3%,58.6%,59.6%,54.3%,57.4%,39.2%,48.8%,0.92
vs Top 10,4,0,4,0.0%,0-8,0.0%,16-48,25.0%,0-0,-,4,-,-,4.7%,5.2%,59.0%,57.6%,27.6%,45.3%,29.3%,38.3%,0.54
