Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,6,2,4,33.3%,1,0,1,0.0%,2009,2016,Q3,1,0.60,4.7%,2.4%,69.4%,61.0%,57.7%,60.0%,24.1%,80.0%,0.0%
Roland Garros,5,Clay,13,8,5,61.5%,3,1,2,33.3%,2009,2017,R64,7,1.08,7.4%,2.2%,56.6%,66.7%,45.5%,57.5%,45.9%,63.4%,50.7%
Wimbledon,5,Grass,10,5,5,50.0%,3,2,1,66.7%,2009,2015,R128,3,0.86,8.2%,4.1%,61.2%,65.0%,44.7%,57.1%,36.9%,47.8%,31.6%
US Open,11,Hard,19,8,11,42.1%,1,0,1,0.0%,2004,2017,R64,7,0.83,5.0%,5.7%,54.7%,62.8%,37.7%,51.4%,40.1%,44.4%,54.1%
Fed Cup,1,,3,2,1,66.7%,0,0,0,-,2009,2009,,0,,,,,,,,,,
Hobart,2,Hard,2,0,2,0.0%,0,0,0,-,2009,2020,Q1,1,0.35,2.3%,2.3%,65.1%,46.4%,53.3%,48.8%,17.9%,42.9%,0
Quebec City,4,Hard,10,6,4,60.0%,2,0,2,0.0%,2007,2015,QF,6,1.18,7.9%,2.9%,56.7%,71.6%,48.2%,61.5%,45.5%,65.7%,63.9%
New Haven,3,Hard,7,4,3,57.1%,1,0,1,0.0%,2008,2015,R32,4,1.35,8.0%,3.6%,54.6%,74.5%,44.7%,61.0%,52.9%,60.0%,58.3%
Cincinnati,6,Hard,10,4,6,40.0%,3,2,1,66.7%,2006,2015,R32,6,0.88,6.0%,4.4%,55.3%,63.4%,47.2%,56.2%,38.7%,55.3%,37.8%
Monterrey,2,Hard,3,1,2,33.3%,0,0,0,-,2009,2015,Q2,0,,,,,,,,,,
Auckland,2,Hard,3,1,2,33.3%,0,0,0,-,2009,2015,Q2,0,,,,,,,,,,
