Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Evansville IN QF,L vs Min,75% (3/4),80% (4/5),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2019 W60 Honolulu HI Q1,W vs Van Nguyen,50% (8/16),57% (4/7),2/6,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Daegu Q2,W vs Yea,78% (7/9),56% (5/9),2/4,1/3,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Incheon QF,L vs Stevanovic,22% (2/9),100% (2/2),0/0,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2019 W25 Incheon R16,W vs Lumsden,64% (7/11),43% (6/14),2/4,1/2,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Incheon Q2,W vs Jeong,71% (5/7),64% (7/11),2/2,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2019 W25 Incheon Q1,W vs Lee,54% (7/13),63% (5/8),2/6,1/5,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 W25 Changwon SF,W vs Kung,67% (8/12),54% (7/13),2/3,1/1,50% (4/8),1/2,0/0,- (0/0),- (0/0)
2019 W15 Antalya SF,L vs Kubareva,50% (1/2),50% (3/6),0/0,0/0,42% (5/12),4/6,0/1,- (0/0),- (0/0)
2019 W15 Antalya QF,W vs Ovcharenko,67% (6/9),60% (6/10),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R16,W vs Sandberg,60% (6/10),86% (6/7),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R32,W vs Pysson,60% (6/10),46% (6/13),2/3,1/2,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya F,W vs Schaeder,75% (6/8),50% (6/12),2/4,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya QF,W vs Vanlangendonck,83% (5/6),58% (7/12),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R16,W vs Tatarus,38% (6/16),43% (6/14),2/8,1/3,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R32,W vs Pirok,83% (5/6),88% (7/8),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Fed Cup RR,L vs Jorge,100% (4/4),67% (2/3),0/0,0/0,38% (3/8),2/4,2/3,- (0/0),- (0/0)
2019 Fed Cup RR,W vs Tahan,58% (7/12),33% (5/15),2/2,1/1,67% (6/9),0/0,0/0,- (0/0),- (0/0)
2019 Fed Cup RR,L vs Minella,50% (2/4),- (0/0),0/0,0/0,64% (9/14),4/6,2/3,- (0/0),- (0/0)
2018 Nurnberg Q1,L vs Maleckova,20% (1/5),67% (4/6),0/0,0/0,42% (5/12),0/2,0/1,- (0/0),- (0/0)
2019 (19 matches),,60.1%,55.6%,56.0%,56.0%,51.4%,50.0%,44.4%,-,-
2018 (1 matches),,20.0%,66.7%,-,-,41.7%,0.0%,0.0%,-,-
2017 (40 matches),,59.8%,50.6%,57.1%,49.1%,52.1%,47.5%,56.3%,64.5%,34.4%
2016 (39 matches),,61.3%,54.8%,52.7%,55.1%,52.4%,42.3%,45.5%,47.1%,58.8%
2015 (8 matches),,61.0%,41.8%,41.7%,33.3%,51.4%,33.3%,40.0%,50.0%,33.3%
Career (146 matches),,60.1%,51.4%,53.2%,52.4%,52.7%,42.4%,43.3%,60.2%,47.4%
