Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R32,L vs Zverev,53.5%,48.1%,2.0%,1/1,2.07,3.6%,46.8%,41.7%,1.3%,2.09,5.6%,81.8%,61.1%,4.5%,2.00,0.0%
2026 Australian Open R128,L vs Van De Zandschulp,53.9%,46.1%,5.7%,5/3,2.39,10.0%,50.0%,43.8%,6.3%,2.42,14.5%,73.7%,50.0%,5.3%,2.34,0.0%
2026 Brisbane F,L vs Medvedev,63.0%,43.5%,4.1%,2/1,2.40,7.9%,61.5%,46.9%,3.8%,2.47,15.0%,82.4%,35.7%,5.9%,2.32,0.0%
2026 Brisbane R16,W vs Halys,55.4%,61.3%,8.9%,5/0,2.41,23.5%,51.4%,61.1%,8.6%,2.41,34.8%,76.5%,61.5%,11.8%,2.41,0.0%
2025 Almaty R32,W vs Medjedovic,66.2%,48.9%,8.5%,4/2,2.19,19.4%,61.7%,44.8%,6.4%,2.18,31.6%,78.3%,55.6%,13.0%,2.21,0.0%
2025 Tokyo QF,L vs Alcaraz,77.8%,20.0%,8.9%,1/3,2.10,27.7%,73.3%,22.7%,0.0%,2.15,40.6%,92.9%,15.4%,28.6%,2.00,0.0%
2025 US Open R128,W vs De Jong,61.2%,48.9%,1.4%,1/1,2.18,3.2%,61.2%,51.9%,0.0%,2.04,6.0%,70.4%,44.7%,3.7%,2.32,0.0%
2025 Wimbledon R32,L vs Sonego,65.4%,45.5%,3.7%,4/3,2.39,5.1%,64.3%,45.7%,2.1%,2.40,7.7%,70.5%,45.2%,9.1%,2.36,0.0%
2025 Stuttgart R32,W vs Fearnley,61.6%,50.9%,3.5%,3/0,2.35,33.3%,63.3%,41.9%,6.1%,2.25,34.5%,71.0%,63.6%,0.0%,2.58,30.8%
2025 Roland Garros R128,L vs Navone,79.0%,49.5%,0.0%,0/0,2.27,5.7%,75.8%,41.7%,0.0%,2.07,9.8%,90.2%,64.9%,0.0%,2.53,0.0%
2025 Indian Wells R32,W vs Arnaldi,69.6%,48.7%,0.0%,0/0,2.26,44.4%,68.8%,40.9%,0.0%,2.23,80.0%,89.5%,58.8%,0.0%,2.29,0.0%
2025 Australian Open R128,L vs Shelton,55.8%,49.2%,6.2%,3/4,2.39,3.0%,49.3%,57.6%,6.0%,2.38,5.6%,69.8%,40.0%,7.0%,2.40,0.0%
2024 Hong Kong R32,L vs Sonego,62.3%,23.7%,6.6%,1/3,2.40,35.5%,52.6%,20.0%,5.3%,2.07,43.8%,81.8%,27.8%,9.1%,2.73,26.7%
2024 Vienna R32,W vs Paul,74.1%,54.0%,1.2%,1/0,2.39,31.6%,66.0%,45.2%,2.1%,2.52,42.9%,84.2%,62.5%,0.0%,2.00,0.0%
2024 Tokyo R16,L vs Humbert,68.8%,27.3%,12.5%,5/1,2.33,12.1%,60.0%,19.0%,8.6%,2.27,18.2%,92.3%,41.7%,23.1%,2.45,0.0%
2024 Tokyo R32,W vs Tiafoe,66.7%,50.0%,8.8%,4/1,2.27,32.4%,56.4%,59.1%,12.8%,2.46,38.5%,94.1%,37.5%,0.0%,1.69,12.5%
2024 US Open R32,W vs Musetti,75.2%,45.1%,2.5%,2/1,-,2.4%,70.6%,43.8%,1.5%,-,4.2%,89.6%,46.5%,4.2%,-,0.0%
2024 US Open R128,W vs Rune,77.4%,52.3%,3.6%,3/0,2.47,5.6%,79.4%,40.7%,5.9%,2.25,9.1%,86.4%,60.5%,2.3%,2.82,0.0%
2024 Canada R16,L vs Rublev,58.5%,29.2%,12.2%,4/1,-,4.9%,54.2%,23.1%,12.5%,-,4.8%,73.3%,36.4%,13.3%,-,5.0%
2024 Stuttgart SF,L vs Draper,42.6%,35.0%,14.9%,4/3,-,13.3%,33.3%,18.2%,6.1%,-,17.2%,90.0%,55.6%,50.0%,-,6.3%
Career (55 matches),,65.7%,46.7%,3.8%,57.5%,2.26,13.0%,60.8%,43.5%,2.9%,2.22,19.7%,82.2%,51.3%,5.8%,2.33,3.4%
