Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Indian Wells R32,L vs Zverev,45.7%,56.2%,44.6%,51.0%,53.2%,67.5%,58.3%,60.4%,53.3%,55.3%,33.3%,25.0%,25.0%,19.0%,-27
2026 Australian Open R128,L vs Van De Zandschulp,34.1%,37.3%,56.3%,40.1%,39.6%,42.9%,56.4%,47.8%,51.2%,56.3%,0.0%,21.9%,25.0%,56.0%,51
2026 Brisbane F,L vs Medvedev,28.3%,39.6%,50.0%,36.2%,39.4%,57.6%,65.0%,52.1%,60.0%,61.1%,0.0%,10.0%,10.0%,33.3%,-79
2026 Brisbane R16,W vs Halys,43.3%,50.0%,44.1%,49.7%,47.7%,56.8%,47.8%,56.4%,55.6%,73.1%,100.0%,31.3%,31.3%,36.4%,-79
2025 Almaty R32,W vs Medjedovic,47.5%,52.5%,58.1%,51.0%,56.8%,63.6%,52.6%,61.6%,43.8%,42.9%,0.0%,20.0%,20.0%,66.7%,-79
2025 Tokyo QF,L vs Alcaraz,26.6%,34.4%,42.6%,33.3%,30.4%,41.3%,56.3%,39.8%,59.1%,66.7%,80.0%,16.7%,16.7%,13.3%,-79
2025 US Open R128,W vs De Jong,33.6%,46.3%,57.9%,41.9%,42.5%,57.5%,68.0%,56.9%,52.6%,49.0%,66.7%,22.4%,32.8%,46.7%,19
2025 Wimbledon R32,L vs Sonego,30.2%,45.2%,56.5%,37.8%,36.6%,51.7%,57.6%,47.0%,59.0%,41.7%,25.0%,13.2%,28.3%,54.3%,-51
2025 Stuttgart R32,W vs Fearnley,49.4%,54.1%,38.1%,52.5%,55.4%,61.5%,48.3%,59.4%,67.9%,51.4%,0.0%,31.6%,31.6%,15.4%,-3
2025 Roland Garros R128,L vs Navone,12.9%,21.8%,43.4%,19.8%,16.4%,30.1%,44.3%,28.2%,64.1%,61.8%,20.0%,8.2%,10.2%,42.2%,-32
2025 Indian Wells R32,W vs Arnaldi,40.0%,53.3%,70.4%,49.8%,46.4%,60.7%,80.0%,62.1%,50.0%,50.0%,100.0%,29.4%,41.2%,58.3%,-79
2025 Australian Open R128,L vs Shelton,38.7%,43.2%,47.0%,41.5%,50.7%,57.5%,41.7%,54.9%,52.9%,48.7%,40.0%,16.7%,16.7%,53.3%,1
2024 Hong Kong R32,L vs Sonego,44.6%,50.0%,58.1%,49.8%,59.0%,61.5%,62.5%,66.4%,52.9%,50.0%,-,11.8%,23.5%,53.3%,-79
2024 Vienna R32,W vs Paul,29.8%,38.6%,60.0%,36.3%,31.8%,43.2%,63.3%,40.2%,36.4%,36.4%,-,23.1%,23.1%,50.0%,-79
2024 Tokyo R16,L vs Humbert,22.7%,31.8%,45.5%,28.9%,31.3%,40.6%,54.5%,39.7%,57.1%,38.9%,50.0%,0.0%,9.1%,27.3%,-118
2024 Tokyo R32,W vs Tiafoe,42.6%,52.5%,52.9%,48.7%,48.0%,58.0%,46.2%,55.4%,40.9%,42.9%,0.0%,20.0%,30.0%,75.0%,59
2024 US Open R32,W vs Musetti,30.6%,39.5%,54.1%,38.1%,41.7%,53.6%,59.2%,52.6%,47.4%,30.4%,28.6%,7.7%,10.3%,47.2%,-41
2024 US Open R128,W vs Rune,49.3%,57.5%,55.6%,55.2%,56.0%,66.0%,63.6%,64.6%,34.6%,37.5%,75.0%,36.4%,40.9%,42.9%,-13
2024 Canada R16,L vs Rublev,21.8%,29.1%,39.0%,23.8%,27.6%,31.0%,47.6%,31.4%,62.5%,53.8%,25.0%,16.7%,29.2%,30.0%,37
2024 Stuttgart SF,L vs Draper,28.4%,41.8%,40.0%,36.1%,35.6%,53.3%,51.7%,47.1%,42.9%,54.2%,28.6%,15.8%,21.1%,18.8%,32
Career (55 matches),,32.0%,42.1%,52.1%,39.0%,40.4%,53.1%,57.2%,51.0%,51.6%,51.9%,42.2%,16.9%,22.5%,44.7%,8
