Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Indian Wells R32,L vs Zverev,0.86,0.78,66.7,2.8,29.8%,73.7%,6.3%,64.6%,20.8%,35.4%
2026 Australian Open R128,L vs Van De Zandschulp,0.88,0.87,48.1,2.4,10.6%,65.2%,5.0%,75.0%,25.0%,34.8%
2026 Brisbane F,L vs Medvedev,0.71,0.65,41.4,2.0,7.1%,64.3%,4.0%,64.0%,31.6%,34.3%
2026 Brisbane R16,W vs Halys,1.46,1.89,36.1,2.1,25.0%,71.9%,14.3%,64.3%,41.4%,40.7%
2025 Almaty R32,W vs Medjedovic,1.23,1.88,47.5,2.1,21.9%,78.1%,14.8%,77.8%,24.3%,44.1%
2025 Tokyo QF,L vs Alcaraz,0.85,0.36,33.6,2.1,6.1%,57.6%,3.2%,58.1%,16.0%,20.0%
2025 Stuttgart R32,W vs Fearnley,1.12,1.36,51.7,4.4,15.2%,65.2%,12.8%,71.8%,34.8%,42.5%
2025 Roland Garros R128,L vs Navone,1.00,0.81,45.8,2.6,1.6%,53.1%,3.3%,46.7%,40.3%,40.9%
2025 Indian Wells R32,W vs Arnaldi,1.02,2.45,37.1,2.1,8.3%,91.7%,14.3%,71.4%,35.7%,50.0%
2025 Australian Open R128,L vs Shelton,0.79,0.71,34.6,3.1,13.6%,62.7%,1.9%,71.2%,37.3%,22.2%
2025 Hong Kong R32,L vs Sonego,0.78,0.55,44.8,2.5,12.9%,80.6%,8.0%,72.0%,6.1%,28.6%
2024 Vienna R32,W vs Paul,1.14,1.62,46.1,2.1,13.8%,62.1%,3.6%,82.1%,36.4%,43.9%
2024 Tokyo R16,L vs Humbert,0.94,0.41,39.0,2.3,8.7%,60.9%,0.0%,52.4%,25.0%,12.5%
2024 Tokyo R32,W vs Tiafoe,1.25,1.58,50.1,2.8,25.0%,68.8%,13.8%,75.9%,30.0%,40.7%
2024 US Open R16,L vs Zverev,1.17,0.56,31.7,3.2,5.1%,47.5%,5.4%,62.5%,20.9%,22.2%
2024 US Open R32,W vs Musetti,1.08,1.27,43.1,2.5,15.9%,63.5%,11.5%,72.1%,36.4%,40.0%
2024 US Open R64,W vs Cazaux,1.27,1.91,26.7,2.1,15.0%,67.5%,15.8%,81.6%,38.6%,38.5%
2024 US Open R128,W vs Rune,1.01,2.06,27.4,2.0,20.5%,71.8%,8.8%,82.4%,39.5%,56.1%
2024 Canada R16,L vs Rublev,0.90,0.40,34.7,2.1,3.4%,41.4%,3.8%,61.5%,26.1%,16.7%
2024 Canada R16,L vs Rublev,0.90,0.40,34.7,2.1,3.4%,41.4%,3.8%,61.5%,26.1%,16.7%
2026 (4 matches),,0.95,0.95,50.4,2.3,18.6%,68.9%,6.8%,68.3%,27.6%,35.8%
2025 (7 matches),,0.97,0.93,42.6,2.5,10.7%,66.4%,7.1%,64.7%,30.7%,35.9%
2024 (16 matches),,1.07,1.08,43.0,2.4,13.6%,62.8%,10.3%,68.7%,33.0%,36.6%
2023 (5 matches),,0.86,0.79,54.0,2.8,10.2%,68.1%,6.2%,61.3%,31.9%,32.3%
2022 (19 matches),,1.00,1.16,48.0,2.7,9.3%,67.4%,7.0%,69.6%,37.0%,35.9%
Career (65 matches),,0.99,1.02,47.3,2.6,11.0%,65.9%,7.9%,67.0%,33.4%,35.8%
