Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,39,21,18,53.8%,50-44,53.2%,502-481,51.1%,12-17,41.4%,39,87.3%,14.8%,12.9%,1.1%,67.3%,76.0%,51.6%,68.0%,33.5%,50.6%,1.05
Clay,14,6,8,42.9%,12-15,44.4%,130-143,47.6%,2-2,50.0%,12,71.8%,23.2%,7.7%,1.4%,64.3%,67.2%,46.3%,59.8%,38.4%,49.1%,0.95
Grass,9,6,3,66.7%,17-11,60.7%,166-147,53.0%,6-5,54.5%,9,92.1%,13.9%,11.1%,1.2%,70.3%,76.3%,60.1%,71.5%,33.5%,51.9%,1.17
Grand Slams,7,3,4,42.9%,15-16,48.4%,171-165,50.9%,3-10,23.1%,7,86.4%,16.8%,9.7%,2.1%,67.4%,74.0%,54.0%,67.5%,34.9%,51.0%,1.07
Masters,15,6,9,40.0%,14-19,42.4%,159-177,47.3%,4-3,57.1%,14,81.4%,11.7%,10.4%,1.0%,66.8%,73.8%,48.8%,65.5%,32.9%,49.1%,0.95
Other Tours,40,24,16,60.0%,50-35,58.8%,468-429,52.2%,13-11,54.2%,39,86.5%,17.5%,12.7%,0.9%,67.5%,74.9%,52.4%,67.6%,34.8%,50.9%,1.07
Best of 5,7,3,4,42.9%,15-16,48.4%,171-165,50.9%,3-10,23.1%,7,86.4%,16.8%,9.7%,2.1%,67.4%,74.0%,54.0%,67.5%,34.9%,51.0%,1.07
Best of 3,55,30,25,54.5%,64-54,54.2%,627-606,50.9%,17-14,54.8%,53,85.1%,15.9%,12.1%,0.9%,67.3%,74.6%,51.4%,67.0%,34.3%,50.4%,1.04
Finals,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,1,70.0%,10.0%,5.7%,0.0%,62.3%,78.8%,40.0%,64.2%,32.9%,46.0%,0.92
Semi-finals,4,1,3,25.0%,3-6,33.3%,49-52,48.5%,1-3,25.0%,4,79.6%,18.8%,14.4%,0.9%,67.8%,70.0%,49.5%,63.4%,33.8%,49.0%,0.92
Quarter-finals,8,4,4,50.0%,9-10,47.4%,91-94,49.2%,1-0,100.0%,8,82.8%,14.3%,10.5%,1.4%,68.7%,73.1%,47.2%,65.0%,31.5%,48.5%,0.90
vs Righties,54,29,25,53.7%,69-64,51.9%,707-689,50.6%,17-22,43.6%,53,84.6%,16.5%,11.4%,1.2%,67.3%,74.1%,51.2%,66.6%,34.6%,50.4%,1.03
vs Lefties,8,4,4,50.0%,10-6,62.5%,91-82,52.6%,3-2,60.0%,7,91.7%,13.1%,12.9%,0.8%,67.9%,77.8%,59.3%,71.9%,33.2%,51.8%,1.18
vs Top 10,9,0,9,0.0%,4-18,18.2%,95-130,42.2%,1-2,33.3%,9,80.2%,4.5%,8.7%,0.7%,66.9%,72.7%,48.0%,64.6%,28.5%,46.6%,0.80
