Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,8,3,5,37.5%,10-11,47.6%,96-100,49.0%,1-2,33.3%,0,,,,,,,,,,,,SF (Jackson MS $25K)
2016,17,12,5,70.6%,26-12,68.4%,188-147,56.1%,3-1,75.0%,0,,,,,,,,,,,,F (Launceston $75K)
2015,10,7,3,70.0%,14-8,63.6%,118-97,54.9%,1-3,25.0%,0,,,,,,,,,,,,F (Eastbourne $50K)
2014,6,3,3,50.0%,7-8,46.7%,67-74,47.5%,0-0,-,5,-,-,4.5%,2.4%,71.7%,67.2%,49.1%,62.0%,36.8%,49.7%,0.97,QF (Taipei)
2013,26,15,11,57.7%,33-27,55.0%,295-261,53.1%,2-4,33.3%,0,,,,,,,,,,,,W (Eilat 10K)
2012,16,8,8,50.0%,20-15,57.1%,172-147,53.9%,1-2,33.3%,0,,,,,,,,,,,,SF (Saguenay 50K)
2009,9,5,4,55.6%,11-9,55.0%,88-82,51.8%,0-0,-,0,,,,,,,,,,,,SF (Poitiers 100K)
2008,2,1,1,50.0%,3-2,60.0%,24-21,53.3%,0-0,-,0,,,,,,,,,,,,R16 (RomeTiro A Volo 75K)
2007,19,12,7,63.2%,26-16,61.9%,216-189,53.3%,3-2,60.0%,0,,,,,,,,,,,,F (Dothan AL 75K)
2006,36,23,13,63.9%,50-33,60.2%,403-350,53.5%,6-4,60.0%,0,,,,,,,,,,,,F (3x)
2005,37,26,11,70.3%,58-29,66.7%,445-342,56.5%,4-3,57.1%,0,,,,,,,,,,,,W (Balashikha 25K)
2004,10,4,6,40.0%,10-10,50.0%,84-90,48.3%,1-0,100.0%,0,,,,,,,,,,,,R16 (4x)
2003,3,1,2,33.3%,3-4,42.9%,30-35,46.2%,0-1,0.0%,0,,,,,,,,,,,,R16 (Tbilisi 25K)
Career,199,120,79,60.3%,271-184,59.6%,2226-1935,53.5%,22-22,50.0%,5,-,-,4.5%,2.4%,71.7%,67.2%,49.1%,62.0%,36.8%,49.7%,0.97,
