Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Quebec City R32,L vs Erakovic,1.03,0.69,49.3,2.2,6.1%,42.4%,6.5%,51.6%,36.7%,34.6%
2017 Nanchang R32,L vs Martincova,0.82,0.89,71.4,3.6,2.0%,62.7%,0.0%,45.7%,53.1%,45.2%
2017 Manchester $100K R32,L vs Andreescu,1.14,0.72,60.0,4.0,0.0%,65.9%,0.0%,59.5%,22.5%,25.0%
2017 Surbiton $100K R32,L vs Watson,1.05,0.67,48.7,3.3,0.0%,50.0%,3.8%,50.0%,37.1%,25.8%
2017 Indian Harbour Beach FL $80K R32,L vs Christian,1.04,0.88,64.3,2.1,2.2%,52.2%,0.0%,37.8%,48.8%,43.2%
2017 Jackson MS $25K SF,L vs Chang,0.93,0.86,76.1,8.1,0.0%,46.7%,0.0%,39.5%,52.7%,52.0%
2017 Jackson MS $25K QF,W vs Flores,1.20,1.92,35.0,2.1,0.0%,73.1%,4.0%,64.0%,42.9%,57.7%
2017 Jackson MS $25K R16,W vs Fernandez,1.10,1.35,45.8,2.1,0.0%,55.2%,0.0%,50.0%,56.8%,58.8%
2017 Jackson MS $25K R32,W vs Morgan,1.31,1.28,68.3,4.9,0.0%,50.0%,2.4%,56.1%,40.0%,52.9%
2016 Saint Petersburg $100K R16,W vs Khazaniuk,1.11,1.40,51.9,2.0,2.9%,48.6%,2.9%,64.7%,62.5%,46.7%
2016 Quebec City QF,L vs Davis,0.93,0.79,63.9,3.1,2.9%,41.2%,0.0%,65.6%,34.9%,45.2%
2016 Quebec City R16,W vs Bouchard,1.00,1.75,42.1,2.4,3.8%,73.1%,4.2%,66.7%,48.3%,57.7%
2016 Quebec City R32,W vs Cepede Royg,1.13,1.34,58.3,3.3,2.3%,59.1%,9.8%,53.7%,51.6%,51.9%
2016 Montreal R32,L vs Kuznetsova,1.11,0.69,52.2,2.2,5.4%,51.4%,0.0%,42.9%,38.7%,25.9%
2016 Montreal R64,W vs Mladenovic,1.13,1.12,74.1,5.0,3.8%,56.6%,4.0%,52.0%,41.1%,50.0%
2016 Washington R64,L vs Stosur,0.78,0.50,39.4,2.1,4.3%,60.9%,4.3%,43.5%,26.9%,34.8%
2016 Strasbourg QF,L vs Mladenovic,0.95,0.75,48.7,2.6,0.0%,40.0%,0.0%,24.0%,48.1%,57.7%
2016 Strasbourg R16,W vs Diyas,1.10,1.09,89.3,8.8,6.8%,45.8%,1.8%,56.4%,42.2%,55.7%
2016 Strasbourg R32,W vs Cornet,1.15,1.13,74.4,6.0,0.0%,43.2%,0.0%,55.9%,59.5%,40.0%
2016 Dothan AL $50K SF,L vs Townsend,0.90,0.56,31.0,2.0,4.3%,21.7%,0.0%,38.1%,46.2%,40.9%
2017 (9 matches),,1.05,0.98,60.2,2.9,1.1%,55.2%,1.5%,49.5%,44.3%,44.3%
2016 (19 matches),,1.07,1.13,61.3,2.9,3.3%,52.3%,2.6%,54.6%,48.0%,50.5%
2015 (8 matches),,1.03,0.97,49.3,2.4,4.0%,56.7%,2.6%,50.0%,45.1%,42.5%
2014 (13 matches),,0.95,0.80,56.5,2.5,1.1%,51.3%,3.2%,50.7%,42.0%,40.5%
2013 (15 matches),,0.99,0.97,61.6,2.7,2.7%,56.3%,2.3%,53.4%,44.1%,44.4%
Career (78 matches),,1.00,0.95,58.6,2.7,2.2%,53.5%,2.2%,51.5%,44.8%,44.7%
