Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2017 Quebec City R32,L vs Erakovic,38% (3/8),33% (2/6),0/0,0/0,55% (6/11),0/2,0/1,- (0/0),- (0/0)
2017 Nanchang R32,L vs Martincova,53% (8/15),70% (7/10),1/1,0/0,30% (3/10),0/2,0/1,- (0/0),- (0/0)
2017 Manchester $100K R32,L vs Andreescu,59% (10/17),25% (1/4),1/1,0/0,63% (5/8),2/4,2/3,- (0/0),- (0/0)
2017 Surbiton $100K R32,L vs Watson,67% (6/9),17% (1/6),0/0,0/0,0% (0/4),0/2,0/1,50% (2/4),0% (0/5)
2017 Indian Harbour Beach FL $80K R32,L vs Christian,40% (4/10),56% (5/9),1/3,0/0,38% (6/16),2/4,1/2,80% (4/5),60% (3/5)
2017 Jackson MS $25K SF,L vs Chang,63% (5/8),64% (9/14),1/3,0/0,44% (7/16),1/3,1/2,- (0/0),- (0/0)
2017 Jackson MS $25K QF,W vs Flores,50% (7/14),50% (5/10),2/3,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2017 Jackson MS $25K R16,W vs Fernandez,71% (5/7),47% (7/15),2/5,1/1,50% (4/8),0/0,0/0,- (0/0),- (0/0)
2017 Jackson MS $25K R32,W vs Morgan,67% (8/12),56% (5/9),2/3,1/2,44% (4/9),2/3,0/0,- (0/0),- (0/0)
2016 Saint Petersburg $100K R16,W vs Khazaniuk,67% (6/9),46% (6/13),2/4,1/3,75% (9/12),0/0,0/0,- (0/0),- (0/0)
2016 Quebec City QF,L vs Davis,50% (6/12),50% (3/6),0/0,0/0,20% (1/5),3/5,3/4,40% (2/5),33% (2/6)
2016 Quebec City R16,W vs Bouchard,88% (7/8),63% (5/8),2/2,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2016 Quebec City R32,W vs Cepede Royg,38% (8/21),71% (5/7),2/9,1/7,75% (9/12),0/0,0/0,- (0/0),- (0/0)
2016 Montreal R32,L vs Kuznetsova,40% (4/10),20% (1/5),0/0,0/0,64% (9/14),5/7,3/4,- (0/0),- (0/0)
2016 Montreal R64,W vs Mladenovic,47% (8/17),50% (5/10),2/6,1/4,50% (6/12),3/4,0/0,67% (4/6),50% (3/6)
2016 Washington R64,L vs Stosur,60% (3/5),- (0/0),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2016 Strasbourg QF,L vs Mladenovic,25% (1/4),63% (5/8),0/0,0/0,20% (2/10),1/3,0/1,- (0/0),- (0/0)
2016 Strasbourg R16,W vs Diyas,42% (8/19),47% (8/17),2/4,1/1,50% (8/16),0/1,0/0,83% (5/6),40% (2/5)
2016 Strasbourg R32,W vs Cornet,50% (6/12),54% (7/13),2/4,1/3,14% (1/7),0/1,0/0,- (0/0),- (0/0)
2016 Dothan AL $50K SF,L vs Townsend,50% (1/2),50% (3/6),0/0,0/0,13% (1/8),1/3,0/1,- (0/0),- (0/0)
2017 (9 matches),,56.0%,50.6%,52.6%,60.0%,43.5%,35.0%,40.0%,66.7%,30.0%
2016 (19 matches),,54.0%,55.0%,53.8%,45.2%,51.7%,50.0%,54.5%,56.7%,46.7%
2015 (8 matches),,50.0%,47.4%,66.7%,80.0%,52.5%,0.0%,0.0%,0.0%,25.0%
2014 (13 matches),,57.1%,39.4%,57.1%,33.3%,50.8%,42.9%,47.4%,75.0%,37.5%
2013 (15 matches),,57.6%,51.8%,69.6%,60.0%,52.9%,53.7%,50.0%,65.2%,40.9%
Career (78 matches),,55.6%,50.2%,56.6%,47.1%,49.8%,44.3%,45.2%,53.3%,41.1%
