Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,148,56,92,37.8%,136-199,40.6%,1402-1666,45.7%,12-16,42.9%,118,53.2%,34.2%,3.1%,5.4%,58.9%,60.7%,43.4%,53.6%,43.6%,48.6%,0.94
Clay,49,17,32,34.7%,40-71,36.0%,445-568,43.9%,4-4,50.0%,38,40.5%,52.6%,1.7%,4.5%,62.6%,56.0%,41.8%,50.7%,43.6%,47.2%,0.89
Grass,28,12,16,42.9%,30-36,45.5%,286-320,47.2%,3-3,50.0%,26,42.9%,0.0%,3.4%,3.7%,60.2%,62.5%,44.7%,55.4%,43.2%,49.3%,0.97
Grand Slams,39,13,26,33.3%,30-57,34.5%,336-451,42.7%,2-2,50.0%,34,-,-,2.5%,5.0%,57.5%,57.4%,43.3%,51.4%,43.9%,47.6%,0.90
Premiers,42,14,28,33.3%,37-59,38.5%,410-495,45.3%,5-6,45.5%,38,52.2%,26.1%,1.9%,4.8%,61.4%,58.5%,43.4%,52.7%,43.2%,48.0%,0.91
Internationals,132,55,77,41.7%,132-170,43.7%,1290-1459,46.9%,11-12,47.8%,99,50.0%,36.7%,3.5%,4.7%,60.0%,61.6%,43.6%,54.4%,43.7%,49.0%,0.96
Finals,2,1,1,50.0%,2-2,50.0%,17-20,45.9%,0-0,-,1,-,-,7.7%,3.1%,64.6%,66.7%,65.2%,66.2%,43.1%,54.0%,1.27
Semi-finals,3,2,1,66.7%,5-1,83.3%,33-17,66.0%,0-0,-,3,-,-,9.2%,2.9%,64.9%,69.9%,47.5%,62.1%,47.5%,54.3%,1.25
Quarter-finals,12,3,9,25.0%,8-18,30.8%,105-143,42.3%,2-1,66.7%,10,36.8%,40.0%,1.2%,4.6%,62.5%,60.7%,44.5%,54.6%,39.3%,47.1%,0.87
vs Righties,200,75,125,37.5%,181-271,40.0%,1870-2265,45.2%,19-20,48.7%,162,49.7%,36.8%,2.9%,5.0%,59.7%,59.8%,43.5%,53.2%,43.6%,48.4%,0.93
vs Lefties,23,9,14,39.1%,23-32,41.8%,240-266,47.4%,0-2,0.0%,19,-,-,2.5%,4.3%,61.4%,61.2%,41.5%,53.6%,43.8%,48.7%,0.94
vs Top 10,17,1,16,5.9%,4-31,11.4%,106-200,34.6%,0-3,0.0%,15,-,-,1.5%,6.0%,58.5%,50.8%,41.2%,46.8%,40.9%,43.9%,0.77
