Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,2,0,2,0.0%,1-4,20.0%,20-27,42.6%,0-0,-,2,47.8%,37.5%,3.1%,7.5%,59.6%,57.3%,43.1%,51.6%,44.2%,48.1%,0.91,R32 (2x)
2016,9,5,4,55.6%,10-11,47.6%,92-107,46.2%,2-1,66.7%,9,53.1%,39.0%,3.3%,6.8%,58.8%,60.9%,38.8%,51.8%,45.5%,48.6%,0.94,QF (2x)
2015,10,2,8,20.0%,4-17,19.0%,82-120,40.6%,0-4,0.0%,7,41.7%,30.8%,1.8%,6.4%,69.6%,56.9%,41.2%,52.2%,39.4%,45.8%,0.82,QF (Brisbane)
2014,18,5,13,27.8%,16-28,36.4%,176-228,43.6%,1-2,33.3%,15,-,-,2.7%,5.8%,62.8%,60.6%,42.4%,53.8%,42.5%,48.1%,0.92,R16 (2x)
2013,7,3,4,42.9%,9-7,56.3%,75-79,48.7%,2-0,100.0%,5,-,-,5.5%,2.9%,58.3%,65.9%,41.4%,55.7%,46.4%,51.0%,1.05,R16 (2x)
2012,8,2,6,25.0%,6-12,33.3%,72-88,45.0%,0-0,-,7,-,-,3.2%,4.5%,54.3%,60.7%,41.8%,52.1%,43.4%,47.8%,0.91,R16 (2x)
2011,38,15,23,39.5%,32-49,39.5%,324-413,44.0%,6-4,60.0%,36,-,-,3.7%,5.9%,56.6%,61.4%,41.0%,52.5%,41.7%,47.1%,0.88,SF (Tashkent)
2010,40,18,22,45.0%,41-49,45.6%,373-416,47.3%,2-2,50.0%,36,-,-,3.3%,4.0%,59.9%,61.3%,44.3%,54.5%,43.8%,49.1%,0.96,W (Tashkent)
2009,33,12,21,36.4%,28-46,37.8%,309-376,45.1%,4-4,50.0%,29,-,-,2.3%,4.9%,60.4%,57.4%,45.9%,52.9%,42.9%,47.9%,0.91,QF (2x)
2008,30,12,18,40.0%,33-41,44.6%,337-361,48.3%,2-6,25.0%,26,-,-,2.1%,3.7%,61.2%,59.7%,44.4%,53.8%,46.5%,50.2%,1.01,QF (Memphis)
2007,21,7,14,33.3%,17-30,36.2%,190-238,44.4%,0-0,-,10,-,-,2.0%,5.4%,58.4%,56.8%,46.3%,52.4%,44.1%,48.3%,0.93,QF (Barcelona)
2006,8,4,4,50.0%,9-10,47.4%,80-89,47.3%,0-0,-,0,,,,,,,,,,,,QF (Kolkata)
2005,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Stockholm)
Career,225,85,140,37.8%,206-306,40.2%,2133-2554,45.5%,19-23,45.2%,182,49.7%,36.8%,2.9%,4.9%,59.9%,59.9%,43.3%,53.3%,43.6%,48.4%,0.93,
