Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 Stuttgart R32,L vs Friedsam,29% (2/7),0% (0/2),0/3,100% (7/7),29% (2/7),0/0,0/0,0/2,0/0,0/1
2020 Hua Hin R32,L vs Hunter,40% (4/10),75% (3/4),2/5,67% (6/9),17% (1/6),1/3,0/0,2/2,0/0,1/1
2019 W60 Warsaw R32,L vs Shymanovich,58% (7/12),71% (5/7),4/6,62% (8/13),13% (1/8),3/5,0/0,0/1,0/0,0/0
2019 W25 Grodzisk Mazowiecki QF,L vs Piter,57% (8/14),63% (5/8),2/6,64% (7/11),14% (1/7),1/4,0/0,1/1,0/0,0/0
2019 W25 Olomouc R32,W vs Anshba,60% (6/10),100% (6/6),1/1,60% (6/10),67% (4/6),1/2,0/1,0/0,0/1,0/0
2019 W100 Contrexeville SF,W vs Trevisan,41% (7/17),86% (6/7),3/5,47% (8/17),25% (2/8),3/4,1/1,1/2,0/0,0/0
2019 W100 Contrexeville QF,W vs Andrianjafitrimo,67% (14/21),86% (12/14),7/9,67% (12/18),25% (3/12),5/9,0/2,1/1,0/0,0/0
2019 W25 Figueira Da Foz R16,W vs Terziyska,45% (5/11),80% (4/5),2/3,27% (3/11),0% (0/3),3/4,1/2,1/1,0/1,0/0
2019 W25 Sunderland R16,L vs Waltert,27% (3/11),33% (1/3),0/2,40% (4/10),25% (1/4),1/1,0/0,2/3,0/0,1/1
2019 W25 Sunderland R32,W vs Scholsen,75% (6/8),67% (4/6),0/0,25% (2/8),100% (2/2),4/4,2/2,0/0,1/1,0/0
2019 W60 Croissy Beaubourg R32,L vs Smitkova,13% (1/8),100% (1/1),0/3,63% (5/8),0% (0/5),1/1,0/0,0/2,0/0,0/1
2019 W60 Shrewsbury R16,L vs Hesse,25% (2/8),100% (2/2),2/5,75% (6/8),0% (0/6),1/2,0/0,0/1,0/0,0/0
2019 W60 Shrewsbury R32,W vs Gorgodze,45% (5/11),80% (4/5),1/2,30% (3/10),33% (1/3),2/3,0/1,0/0,0/1,0/0
2019 W25 Plantation FL SF,L vs Bondar,18% (2/11),100% (2/2),2/4,50% (5/10),0% (0/5),1/2,0/0,0/0,0/0,0/0
2019 W25 Plantation FL QF,W vs Kratzer,42% (5/12),80% (4/5),0/1,25% (3/12),67% (2/3),4/4,2/2,1/1,1/1,0/0
2019 W25 Plantation FL R16,W vs Alves,70% (7/10),100% (7/7),3/4,50% (5/10),20% (1/5),4/5,0/0,0/0,0/0,0/0
2019 W25 Plantation FL R32,W vs Evtimova,58% (7/12),86% (6/7),2/4,42% (5/12),20% (1/5),3/4,0/0,0/0,0/0,0/0
2019 W25 Daytona Beach FL R16,L vs Burger,69% (11/16),82% (9/11),4/9,67% (10/15),10% (1/10),3/8,0/0,1/1,0/0,0/0
2019 W25 Daytona Beach FL R32,W vs Kratzer,56% (5/9),100% (5/5),1/2,22% (2/9),0% (0/2),4/5,2/3,0/0,1/2,0/0
2018 Dothan AL $80K R32,L vs Townsend,25% (2/8),50% (1/2),0/3,56% (5/9),0% (0/5),1/1,0/0,0/2,0/0,0/1
2021 (1 matches),,28.6%,0.0%,0.0%,100.0%,28.6%,-,-,0.0%,-,0.0%
2020 (1 matches),,40.0%,75.0%,40.0%,66.7%,16.7%,33.3%,-,100.0%,-,100.0%
2019 (17 matches),,50.2%,82.2%,51.5%,49.0%,21.3%,65.7%,57.1%,57.1%,42.9%,50.0%
2018 (1 matches),,25.0%,50.0%,0.0%,55.6%,0.0%,100.0%,-,0.0%,-,0.0%
2017 (48 matches),,63.8%,87.4%,50.9%,54.5%,22.7%,64.5%,70.2%,51.4%,69.6%,56.3%
Career (158 matches),,60.7%,85.7%,49.7%,54.4%,21.8%,63.1%,67.1%,46.8%,71.2%,46.8%
