Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,4,1,3,25.0%,2,2,0,100.0%,2023,2026,Q2,4,0.87,5.9%,2.4%,57.9%,73.3%,50.7%,63.8%,31.3%,66.7%,42.9%
Roland Garros,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2024,2025,Q1,2,0.78,4.4%,2.2%,70.2%,63.8%,51.9%,60.2%,31.0%,62.5%,40.0%
Wimbledon,2,Grass,4,2,2,50.0%,0,0,0,-,2024,2025,Q2,4,0.90,3.8%,3.8%,64.8%,62.7%,44.6%,56.3%,39.4%,51.4%,27.8%
US Open,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2023,2025,Q1,2,0.68,2.0%,2.0%,55.9%,60.0%,40.3%,51.3%,33.3%,38.9%,36.4%
Davis Cup,3,,5,2,3,40.0%,4,2,2,50.0%,2022,2025,,3,1.08,5.5%,3.4%,58.3%,66.4%,58.2%,63.0%,39.8%,63.2%,33.3%
Indian Wells Masters,2,Hard,5,3,2,60.0%,2,1,1,50.0%,2025,2026,R128,5,0.98,3.6%,5.8%,60.4%,67.0%,46.2%,58.7%,40.6%,51.6%,37.5%
Canada Masters,6,Hard,8,2,6,25.0%,2,1,1,50.0%,2018,2025,R64,8,0.95,4.5%,3.7%,63.4%,66.4%,50.0%,60.4%,37.7%,57.1%,38.2%
Washington,2,Hard,3,1,2,33.3%,0,0,0,-,2019,2023,Q2,3,1.12,4.8%,2.2%,64.3%,66.4%,53.1%,61.7%,42.8%,52.9%,60.0%
