Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,167,77,90,46.1%,180-202,47.1%,1780-1795,49.8%,16-19,45.7%,129,63.9%,29.7%,5.3%,5.6%,57.2%,65.9%,44.0%,56.5%,42.5%,49.4%,0.98
Clay,48,20,28,41.7%,47-64,42.3%,497-559,47.1%,8-7,53.3%,46,63.1%,32.8%,3.6%,5.0%,60.4%,64.7%,46.7%,57.6%,41.0%,49.1%,0.97
Grass,45,24,21,53.3%,52-49,51.5%,497-496,50.1%,8-5,61.5%,44,70.2%,23.7%,7.1%,5.7%,63.4%,69.9%,47.4%,61.7%,39.7%,50.8%,1.04
Carpet,1,0,1,0.0%,0-1,0.0%,3-6,33.3%,0-0,-,1,-,-,14.3%,11.4%,51.4%,55.6%,11.8%,34.3%,37.1%,35.7%,0.57
Grand Slams,44,16,28,36.4%,42-61,40.8%,494-548,47.4%,10-6,62.5%,41,58.8%,26.2%,5.3%,5.1%,61.2%,66.1%,45.2%,58.0%,40.5%,49.4%,0.96
Premiers,39,15,24,38.5%,35-51,40.7%,361-418,46.3%,3-3,50.0%,38,65.5%,18.5%,5.6%,5.4%,57.5%,66.3%,43.8%,56.7%,41.3%,48.8%,0.95
Internationals,137,71,66,51.8%,157-161,49.4%,1513-1520,49.9%,18-17,51.4%,125,66.2%,32.6%,5.5%,5.5%,59.4%,67.1%,45.5%,58.4%,42.3%,50.2%,1.02
Finals,5,1,4,20.0%,2-8,20.0%,30-53,36.1%,0-0,-,4,37.5%,0.0%,5.0%,2.5%,63.4%,61.7%,43.2%,55.0%,34.6%,44.6%,0.77
Semi-finals,11,5,6,45.5%,12-15,44.4%,122-134,47.7%,1-1,50.0%,10,54.8%,40.6%,4.2%,3.8%,59.5%,61.5%,45.7%,55.1%,42.5%,48.5%,0.95
Quarter-finals,18,11,7,61.1%,25-20,55.6%,218-220,49.8%,2-1,66.7%,17,70.3%,27.0%,5.9%,4.9%,60.8%,66.0%,45.1%,57.8%,42.3%,50.0%,1.00
vs Righties,233,110,123,47.2%,249-279,47.2%,2466-2558,49.1%,30-30,50.0%,199,65.1%,29.3%,5.3%,5.5%,58.9%,66.2%,44.8%,57.4%,41.8%,49.5%,0.98
vs Lefties,20,6,14,30.0%,19-31,38.0%,226-252,47.3%,3-1,75.0%,18,57.1%,40.0%,5.7%,5.8%,62.2%,68.9%,46.8%,60.6%,39.5%,49.9%,1.00
vs Top 10,14,1,13,7.1%,4-26,13.3%,103-174,37.2%,1-1,50.0%,14,54.8%,25.8%,2.9%,5.6%,58.7%,63.0%,41.6%,54.2%,36.2%,45.2%,0.79
