Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2017 Wimbledon R128,L vs Halep,7,31,0.2,6.0%,26.5%,7,26,0.3,6.5%,24.3%,3.7%,2.8%,0.8,16.2%,20.5%
2017 Roland Garros R128,L vs Rogers,25,22,1.1,19.4%,17.1%,22,19,1.2,18.6%,16.1%,14.4%,3.4%,2.2,17.1%,7.8%
2016 Wimbledon R32,L vs Suarez Navarro,11,27,0.4,10.9%,26.7%,11,25,0.4,11.3%,25.8%,7.2%,4.1%,1.5,20.8%,13.9%
2016 Wimbledon R64,W vs Jankovic,46,43,1.1,21.9%,20.5%,38,39,1.0,19.7%,20.2%,11.9%,7.3%,1.0,11.4%,11.0%
2016 Wimbledon R128,W vs Falconi,26,35,0.7,11.6%,15.6%,21,31,0.7,10.2%,15.1%,8.3%,1.0%,0.8,16.9%,21.8%
2015 US Open R128,L vs Halep,10,19,0.5,15.9%,30.2%,6,19,0.3,10.7%,33.9%,5.4%,3.6%,1.4,17.5%,12.7%
2015 Wimbledon R128,L vs Putintseva,20,48,0.4,10.8%,25.8%,15,43,0.3,8.8%,25.3%,7.1%,1.8%,1.2,16.7%,14.0%
2015 Roland Garros R128,L vs Kvitova,24,33,0.7,11.2%,15.3%,22,27,0.8,10.9%,13.4%,5.5%,5.0%,0.8,17.7%,21.9%
2015 Australian Open R128,L vs Muguruza,13,28,0.5,12.6%,27.2%,11,25,0.4,12.2%,27.8%,10.0%,2.2%,1.0,17.5%,17.5%
2014 US Open R64,L vs Vesnina,17,39,0.4,9.2%,21.1%,16,35,0.5,9.4%,20.5%,7.6%,1.8%,0.4,12.4%,28.1%
2014 US Open R128,W vs Kuznetsova,31,39,0.8,16.4%,20.6%,29,35,0.8,17.1%,20.6%,11.8%,5.3%,0.6,13.2%,22.8%
2014 Wimbledon R128,L vs Konjuh,16,15,1.1,10.3%,9.6%,15,11,1.4,10.6%,7.8%,6.4%,1.4%,1.3,21.2%,16.0%
2014 Roland Garros R64,L vs Kvitova,7,8,0.9,6.9%,7.8%,7,7,1.0,7.4%,7.4%,5.3%,2.1%,0.6,16.7%,26.5%
2014 Roland Garros R128,W vs Kichenok,21,11,1.9,21.9%,11.5%,15,10,1.5,17.2%,11.5%,11.5%,4.6%,0.5,13.5%,26.0%
2013 Wimbledon R32,L vs Robson,34,15,2.3,20.2%,8.9%,22,7,3.1,15.6%,5.0%,,,1.3,14.9%,11.9%
2013 Wimbledon R64,W vs Peng,24,14,1.7,17.9%,10.4%,18,9,2.0,15.3%,7.6%,,,1.1,12.7%,11.9%
2013 Roland Garros R32,L vs Stephens,31,44,0.7,15.9%,22.6%,27,38,0.7,14.9%,21.0%,,,0.9,15.4%,16.9%
2013 Roland Garros R64,W vs Cibulkova,38,38,1.0,21.3%,21.3%,36,33,1.1,21.7%,19.9%,,,0.5,9.6%,17.4%
2013 Roland Garros R128,W vs Baltacha,29,10,2.9,33.7%,11.6%,23,8,2.9,30.3%,10.5%,,,0.5,8.1%,15.1%
2012 Australian Open R64,L vs Mchale,47,49,1.0,21.5%,22.4%,46,44,1.0,21.9%,21.0%,,,0.9,14.2%,15.1%
Career (20 matches),,477,568,0.8,15.6%,18.6%,407,491,0.8,14.6%,17.6%,5.7%,2.3%,0.9,15.0%,17.6%
