Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Waco TX $80K R32,L vs Eikeri,0.91,0.64,36.6,2.1,0.0%,39.3%,0.0%,37.0%,42.3%,45.5%
2017 Macon GA $80K R32,L vs Voegele,0.96,0.75,60.9,2.4,4.5%,52.3%,0.0%,57.1%,26.5%,45.2%
2017 Templeton CA $60K QF,L vs Vickery,1.05,0.75,49.8,2.4,2.6%,46.2%,0.0%,47.4%,33.3%,43.3%
2017 Templeton CA $60K R16,W vs Schmiedlova,1.21,1.40,48.9,2.5,0.0%,51.5%,3.2%,61.3%,45.5%,57.1%
2017 Albuquerque NM $80K R16,L vs Marand,0.89,0.79,56.6,2.3,0.0%,56.1%,5.0%,47.5%,44.4%,41.0%
2017 Quebec City R16,L vs Van Uytvanck,0.91,0.84,65.6,2.3,0.0%,59.0%,0.0%,55.6%,31.3%,47.8%
2017 Quebec City R32,W vs Kudryavtseva,0.98,1.46,49.3,2.2,6.7%,63.3%,7.7%,65.4%,57.6%,48.4%
2017 US Open Q1,L vs Stollar,0.79,0.49,35.6,2.3,9.7%,45.2%,7.4%,63.0%,25.9%,31.8%
2017 Stanford Q2,W vs Gordon,1.07,1.12,90.1,4.4,3.6%,54.5%,4.1%,63.3%,45.0%,41.4%
2017 Stanford Q1,W vs Kops Jones,1.05,1.53,48.7,2.1,3.3%,53.3%,3.7%,74.1%,39.3%,69.2%
2017 Wimbledon R128,L vs Halep,0.98,0.66,47.3,2.5,0.0%,45.2%,0.0%,51.6%,32.1%,37.0%
2017 Wimbledon Q3,W vs Aiava,1.20,1.95,41.4,2.3,7.1%,78.6%,8.3%,70.8%,40.0%,41.2%
2017 Wimbledon Q2,W vs Peterson,1.03,1.54,55.5,2.3,9.1%,66.7%,6.3%,71.9%,36.1%,55.6%
2017 Wimbledon Q1,W vs Sadikovic,1.06,1.19,61.9,4.0,8.5%,54.2%,5.4%,64.3%,55.6%,35.0%
2017 Ilkley $100K QF,W vs Zanevska,1.10,1.14,70.0,4.0,1.7%,58.3%,0.0%,63.0%,31.5%,50.9%
2017 Ilkley $100K R16,W vs Allertova,1.03,1.61,45.2,2.4,7.1%,60.7%,3.8%,76.9%,54.8%,42.9%
2017 Ilkley $100K R32,W vs Zhu,1.08,1.44,49.8,2.1,11.4%,74.3%,0.0%,56.3%,51.4%,39.4%
2017 Manchester $100K R32,L vs Krunic,1.11,0.81,65.0,12.6,11.1%,60.0%,0.0%,50.0%,36.2%,28.6%
2017 Surbiton $100K R16,L vs Rodina,0.85,0.60,36.9,2.0,0.0%,46.2%,0.0%,43.5%,33.3%,44.1%
2017 Surbiton $100K R32,W vs Robson,0.95,1.49,55.0,4.0,10.9%,82.6%,4.8%,66.7%,37.5%,40.9%
2017 (33 matches),,1.00,0.97,58.9,2.7,4.1%,57.5%,3.2%,57.5%,39.8%,42.8%
2016 (43 matches),,1.02,1.08,60.0,2.7,3.7%,58.6%,3.6%,58.7%,43.7%,43.8%
2015 (14 matches),,1.01,1.04,63.1,2.8,5.0%,63.9%,5.9%,60.6%,38.8%,38.5%
2014 (25 matches),,0.99,0.99,56.6,2.7,2.8%,57.6%,4.6%,56.4%,43.5%,42.2%
2013 (48 matches),,1.00,1.04,61.0,2.9,5.9%,58.3%,5.1%,58.5%,42.4%,44.3%
Career (199 matches),,1.01,1.02,60.3,2.8,4.4%,58.7%,4.2%,57.7%,42.2%,42.4%
