Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 Wimbledon R128,L vs Halep,93.6,101.7,3.8,104.3,98.6,109,90,80.9,4.0,81.3,88.0,88,73
2015 US Open R128,L vs Halep,96.3,105.2,3.9,,,110,93,89.5,4.3,,,99,81
2015 Roland Garros R128,L vs Kvitova,101.9,106.6,2.9,,,113,98,89.9,5.1,,,97,75
2014 US Open R64,L vs Vesnina,93.1,101.5,5.6,,,109,82,80.2,3.8,,,89,73
2014 US Open R128,W vs Kuznetsova,93.7,103.2,7.3,,,112,76,78.8,5.7,,,90,64
2014 Roland Garros R64,L vs Kvitova,95.6,103.5,2.5,,,108,98,80.8,4.7,,,89,72
2013 Wimbledon R32,L vs Robson,100.2,,,,,111,,,,,,,78
2013 Wimbledon R64,W vs Peng,99.3,,,,,111,,,,,,,81
2013 Roland Garros R32,L vs Stephens,99.1,,,,,111,,,,,,,77
2013 Roland Garros R64,W vs Cibulkova,96.8,,,,,110,,,,,,,75
2013 Roland Garros R128,W vs Baltacha,98.9,,,,,110,,,,,,,79
2012 Australian Open R64,L vs Mchale,91.2,,,,,108,,,,,,,69
Career (12 matches),,96.5,103.8,4.3,104.3,98.6,113,76,83.3,4.6,81.3,88.0,99,64
