Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,16,5,11,31.3%,5,4,1,80.0%,2007,2017,R64,12,0.88,4.8%,6.3%,57.4%,65.4%,39.5%,54.4%,40.3%,52.3%,42.9%
Roland Garros,10,Clay,18,8,10,44.4%,4,1,3,25.0%,2006,2017,R32,13,1.14,5.0%,4.1%,62.6%,68.8%,51.3%,62.3%,43.0%,54.4%,46.0%
Wimbledon,10,Grass,28,18,10,64.3%,9,7,2,77.8%,2007,2017,R32,16,0.98,6.6%,5.3%,63.5%,67.5%,46.4%,59.8%,39.4%,54.5%,42.5%
US Open,10,Hard,18,8,10,44.4%,4,1,3,25.0%,2005,2017,R64,8,1.08,4.5%,4.9%,56.2%,65.0%,48.3%,57.7%,45.8%,56.3%,47.1%
Olympics,2,,2,0,2,0.0%,1,0,1,0.0%,2008,2012,R64,1,0.63,7.8%,11.8%,41.2%,66.7%,40.0%,51.0%,31.0%,50.0%,0.0%
Fed Cup,8,,25,18,7,72.0%,4,2,2,50.0%,2004,2014,,0,,,,,,,,,,
Auckland,10,Hard,21,9,12,42.9%,6,4,2,66.7%,2005,2017,SF,19,0.95,6.1%,5.1%,57.5%,62.2%,45.5%,55.1%,42.6%,57.5%,43.7%
Indian Wells,8,Hard,9,1,8,11.1%,1,1,0,100.0%,2007,2017,R64,7,0.89,2.8%,8.3%,56.7%,62.8%,40.5%,53.1%,41.7%,42.6%,46.9%
Birmingham,7,Grass,23,16,7,69.6%,7,4,3,57.1%,2008,2015,SF,20,1.12,7.2%,5.7%,63.8%,71.6%,47.3%,62.8%,41.6%,61.8%,50.0%
Miami,7,Hard,14,7,7,50.0%,5,1,4,20.0%,2008,2017,R32,12,0.94,3.8%,6.1%,53.5%,63.9%,43.8%,54.5%,42.6%,58.4%,46.8%
Memphis,5,Hard,21,17,4,81.0%,3,2,1,66.7%,2008,2013,W,16,1.10,6.8%,3.3%,59.9%,70.4%,46.0%,60.6%,43.1%,59.8%,47.7%
Quebec City,5,Hard,17,12,5,70.6%,2,1,1,50.0%,2007,2017,F,8,1.04,5.3%,4.8%,59.0%,65.9%,49.6%,59.2%,42.5%,55.7%,32.6%
