Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,55,20,35,36.4%,55-81,40.4%,638-727,46.7%,8-15,34.8%,52,78.4%,16.6%,11.4%,3.6%,58.3%,73.9%,48.0%,63.1%,33.9%,48.7%,0.92
Clay,11,4,7,36.4%,13-20,39.4%,151-182,45.3%,2-4,33.3%,11,75.6%,15.3%,5.8%,2.1%,57.6%,67.6%,53.0%,61.4%,32.8%,47.6%,0.85
Grass,19,8,11,42.1%,20-31,39.2%,222-268,45.3%,2-3,40.0%,19,74.5%,17.0%,8.9%,2.1%,61.8%,70.7%,48.8%,62.3%,34.6%,47.8%,0.92
Grand Slams,14,3,11,21.4%,19-34,35.8%,239-292,45.0%,2-6,25.0%,14,77.2%,13.6%,10.3%,3.1%,60.3%,72.2%,48.9%,63.0%,32.2%,47.7%,0.87
Masters,14,6,8,42.9%,15-18,45.5%,153-172,47.1%,2-2,50.0%,14,78.1%,16.1%,10.0%,4.0%,56.1%,72.7%,50.5%,62.9%,34.4%,48.8%,0.93
Other Tours,55,23,32,41.8%,54-76,41.5%,603-687,46.7%,8-13,38.1%,53,76.8%,17.7%,9.7%,2.7%,59.0%,71.9%,49.0%,62.5%,34.5%,48.5%,0.92
Best of 5,14,3,11,21.4%,19-34,35.8%,239-292,45.0%,2-6,25.0%,14,77.2%,13.6%,10.3%,3.1%,60.3%,72.2%,48.9%,63.0%,32.2%,47.7%,0.87
Best of 3,71,29,42,40.8%,69-98,41.3%,772-885,46.6%,10-16,38.5%,68,77.0%,17.4%,9.9%,3.0%,58.5%,72.1%,49.1%,62.6%,34.4%,48.6%,0.92
Finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,77.8%,0.0%,6.0%,4.0%,60.0%,73.3%,45.0%,62.0%,18.9%,39.8%,0.50
Semi-finals,2,1,1,50.0%,3-3,50.0%,24-29,45.3%,0-0,-,2,80.8%,11.1%,6.3%,2.1%,64.8%,72.8%,56.0%,66.9%,33.1%,48.1%,1.00
Quarter-finals,5,2,3,40.0%,5-7,41.7%,59-65,47.6%,1-2,33.3%,5,78.3%,18.0%,9.8%,5.0%,56.9%,73.1%,45.9%,61.4%,34.8%,48.6%,0.90
vs Righties,77,31,46,40.3%,83-115,41.9%,919-1050,46.7%,12-19,38.7%,75,77.2%,16.8%,9.9%,3.1%,58.7%,72.4%,49.3%,62.9%,34.0%,48.5%,0.91
vs Lefties,8,1,7,12.5%,5-17,22.7%,92-127,42.0%,0-3,0.0%,7,75.8%,13.6%,10.7%,2.4%,61.2%,69.8%,46.1%,60.6%,33.2%,46.8%,0.84
vs Top 10,6,1,5,16.7%,4-12,25.0%,68-91,42.8%,0-2,0.0%,6,74.0%,13.8%,10.9%,5.1%,58.2%,71.5%,45.6%,60.7%,31.3%,46.3%,0.80
