Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 US Open R64,L vs Paul,18,21,0.9,15.8%,18.4%,13,18,0.7,13.1%,18.2%,12.1%,1.0%,3.6,25.4%,7.0%
2024 US Open R128,W vs Vukic,36,16,2.3,18.0%,8.0%,27,12,2.3,16.2%,7.2%,9.6%,4.8%,1.9,20.0%,10.5%
2024 Wimbledon R128,L vs Virtanen,13,27,0.5,8.3%,17.3%,9,24,0.4,7.1%,18.9%,3.9%,1.6%,1.5,26.3%,17.9%
2024 Eastbourne F,L vs Fritz,9,20,0.5,8.7%,19.4%,6,18,0.3,6.7%,20.2%,4.5%,2.2%,9.5,18.4%,1.9%
2024 Roland Garros R128,L vs Squire,41,58,0.7,13.4%,19.0%,33,55,0.6,11.8%,19.7%,8.6%,2.9%,1.1,21.9%,19.3%
2024 Miami Masters R128,L vs Fucsovics,14,20,0.7,16.3%,23.3%,13,19,0.7,16.3%,23.8%,3.8%,5.0%,2.5,29.1%,11.6%
2024 Australian Open R64,L vs Ruud,90,62,1.5,26.9%,18.5%,63,56,1.1,22.9%,20.4%,15.6%,6.9%,1.9,12.5%,6.6%
2024 Auckland R32,W vs Pannu,24,20,1.2,21.6%,18.0%,14,20,0.7,14.7%,21.1%,10.5%,3.2%,0.6,17.1%,27.0%
2023 Sofia R16,L vs Ilkel,31,31,1.0,18.6%,18.6%,19,29,0.7,13.4%,20.4%,7.7%,5.6%,1.3,19.2%,14.4%
2023 Basel R32,L vs Fritz,37,23,1.6,19.9%,12.4%,24,17,1.4,15.6%,11.0%,7.1%,6.5%,2.5,19.9%,8.1%
2023 US Open R128,L vs Oconnell,52,47,1.1,19.9%,18.0%,30,43,0.7,14.0%,20.1%,7.9%,4.7%,1.8,23.0%,13.0%
2023 Winston-Salem QF,L vs Lehecka,22,14,1.6,16.3%,10.4%,14,7,2.0,13.0%,6.5%,5.6%,6.5%,2.0,19.3%,9.6%
2023 Cincinnati Masters QF,L vs Alcaraz,28,24,1.2,14.7%,12.6%,18,17,1.1,11.3%,10.6%,6.9%,3.8%,1.5,15.2%,9.9%
2023 Cincinnati Masters R32,W vs Ruud,38,33,1.2,21.8%,19.0%,26,29,0.9,18.2%,20.3%,11.9%,6.3%,1.7,16.7%,9.8%
2023 Wimbledon R128,L vs Rublev,20,23,0.9,12.1%,13.9%,12,20,0.6,8.2%,13.6%,5.4%,2.0%,1.0,16.4%,15.8%
2022 Newport R16,L vs Murray,23,39,0.6,13.9%,23.6%,18,38,0.5,12.3%,26.0%,6.8%,5.5%,1.1,15.2%,13.9%
2022 Wimbledon R128,L vs Mannarino,48,67,0.7,13.9%,19.4%,24,66,0.4,8.1%,22.1%,4.7%,3.0%,0.9,17.1%,19.7%
2021 US Open R128,L vs Sinner,34,28,1.2,14.7%,12.1%,22,20,1.1,11.2%,10.2%,9.7%,1.0%,3.1,21.1%,6.9%
2021 Eastbourne SF,L vs Sonego,24,24,1.0,17.5%,17.5%,21,22,1.0,16.9%,17.7%,10.5%,4.8%,1.6,19.7%,12.4%
2020 Australian Open R128,L vs Sinner,23,34,0.7,11.7%,17.3%,23,34,0.7,12.2%,18.1%,,,0.7,12.7%,17.8%
Career (20 matches),,625,631,1.0,16.6%,16.8%,429,564,0.8,13.3%,17.5%,7.9%,3.9%,1.5,18.8%,12.9%
