Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
24-Jun-2024,Eastbourne,Grass,F,94,13,(1) Taylor Fritz [USA] d. (Q) Purcell,6-4 6-3,0.50,6.0%,4.0%,60.0%,73.3%,45.0%,3/5,1:10
08-May-2023,Busan CH,Hard,F,87,127,(6) Aleksandar Vukic [AUS] d. (1) Purcell,6-4 1-0 RET,0.69,2.4%,2.4%,68.3%,57.1%,23.1%,6/9,1:12
01-May-2023,Gwangju CH,Hard,F,89,91,(3) Jordan Thompson [AUS] d. (1) Purcell,6-3 6-2,0.71,4.4%,4.4%,57.8%,50.0%,36.8%,3/8,1:40
27-Mar-2023,Lille CH,Hard,F,99,139,(4) Otto Virtanen [FIN] d. (1) Purcell,6-7(3) 6-4 6-2,0.98,4.9%,0.0%,69.6%,62.0%,58.1%,9/14,2:15
27-Feb-2023,Pune CH,Hard,F,116,151,(3) Purcell d. (4) Luca Nardi [ITA],6-2 6-3,1.73,14.0%,4.0%,64.0%,81.3%,55.6%,3/3,1:18
20-Feb-2023,Bengaluru CH,Hard,F,155,128,Purcell d. (2) James Duckworth [AUS],3-6 7-5 7-6(5),1.03,7.1%,1.6%,49.2%,77.4%,56.3%,15/17,2:49
13-Feb-2023,Chennai CH,Hard,F,203,219,Purcell d. Nicolas Moreno De Alboran [USA],5-7 7-6(2) 6-4,1.08,6.1%,0.0%,69.6%,75.0%,42.9%,11/14,3:07
12-Jul-2021,Nur-Sultan 3 CH,Hard,F,234,243,(4) Purcell d. (3) Jay Clarke [GBR],3-6 6-4 7-6(6),0.91,8.6%,1.0%,55.2%,84.5%,42.6%,3/5,2:25
29-Apr-2019,Seoul CH,Hard,F,268,162,(11) Soon Woo Kwon [KOR] d. Purcell,7-5 7-5,0.86,2.7%,1.3%,45.3%,64.7%,46.3%,4/9,1:37
18-Jul-2016,Gimcheon CH,Hard,F,762,241,(Q) Purcell d. (6) Andrew Whittington [AUS],3-6 7-6(6) 5-1 RET,1.25,4.7%,2.3%,59.3%,76.5%,60.0%,5/6,2:28
