Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 US Open R128,W vs Vukic,1.10,1.40,37.4,2.3,7.3%,70.9%,9.6%,63.5%,38.8%,45.5%
2024 Wimbledon R128,L vs Virtanen,0.81,0.53,26.5,2.0,2.5%,52.5%,8.1%,62.2%,26.8%,28.9%
2024 Eastbourne F,L vs Fritz,0.97,0.48,42.8,2.4,11.5%,69.2%,0.0%,54.2%,11.1%,26.9%
2024 Miami R128,L vs Fucsovics,0.84,0.37,30.2,2.1,3.8%,46.2%,0.0%,45.5%,25.0%,22.2%
2024 Auckland R32,W vs Pannu,1.15,2.18,39.2,2.2,22.2%,77.8%,16.7%,87.5%,28.1%,39.3%
2023 Sofia R16,L vs Ilkel,0.83,0.87,62.5,2.4,10.5%,68.4%,22.2%,72.2%,25.0%,37.8%
2023 Basel R32,L vs Fritz,0.98,0.83,71.0,3.6,15.7%,62.7%,10.4%,58.3%,36.4%,30.2%
2023 US Open R128,L vs Oconnell,0.86,0.83,42.5,2.2,19.4%,67.2%,14.3%,63.5%,27.9%,39.7%
2023 Winston-Salem QF,L vs Lehecka,0.86,0.68,55.6,2.7,5.6%,72.2%,18.2%,57.6%,14.3%,41.9%
2023 Cincinnati QF,L vs Alcaraz,0.99,0.82,65.2,4.0,3.9%,51.0%,15.7%,64.7%,40.4%,28.6%
2023 Cincinnati R32,W vs Ruud,1.18,1.16,74.9,3.1,20.8%,64.6%,4.7%,72.1%,37.2%,25.0%
2023 Wimbledon R128,L vs Rublev,0.75,0.61,27.2,2.1,7.9%,57.9%,15.2%,66.7%,29.2%,32.6%
2022 Wimbledon R128,L vs Mannarino,0.87,0.91,52.0,2.8,14.1%,67.9%,17.6%,66.2%,41.8%,26.3%
2021 US Open R128,L vs Sinner,0.94,0.69,29.7,2.2,7.8%,50.0%,11.7%,65.0%,36.4%,26.4%
2021 Eastbourne SF,L vs Sonego,0.90,0.62,39.0,2.0,6.3%,53.1%,3.6%,60.7%,22.0%,38.9%
2020 Australian Open R128,L vs Sinner,0.99,0.71,35.7,3.0,3.6%,61.8%,2.0%,49.0%,40.8%,21.4%
2019 Almaty CH R64,L vs Safiullin,0.90,0.85,41.5,2.2,-,58.9%,-,44.4%,51.2%,39.5%
2019 Busan CH R16,L vs Harris,1.00,0.81,47.7,3.4,6.5%,54.3%,7.0%,60.5%,38.1%,30.6%
2019 Busan CH R32,W vs Schnur,1.07,1.29,57.8,3.1,6.5%,61.3%,3.6%,57.1%,34.2%,64.9%
2019 Busan CH R64,W vs Peliwo,1.14,1.62,47.1,2.7,3.1%,68.8%,10.0%,73.3%,50.0%,32.0%
2024 (5 matches),,0.99,0.84,35.0,2.2,8.6%,63.8%,7.5%,62.9%,27.8%,34.4%
2023 (7 matches),,0.92,0.82,56.5,2.7,12.8%,63.2%,14.0%,64.8%,30.3%,33.9%
2022 (1 matches),,0.87,0.91,52.0,2.8,14.1%,67.9%,17.6%,66.2%,41.8%,26.3%
2021 (2 matches),,0.92,0.66,33.2,2.1,7.3%,51.0%,9.1%,63.6%,30.2%,31.5%
2020 (1 matches),,0.99,0.71,35.7,3.0,3.6%,61.8%,2.0%,49.0%,40.8%,21.4%
Career (80 matches),,0.99,0.94,52.9,2.7,9.1%,62.0%,9.2%,62.3%,35.1%,36.5%
