Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,15,8,7,53.3%,11,4,7,36.4%,2017,2024,R64,14,1.02,12.4%,2.5%,62.5%,74.8%,49.5%,65.3%,35.5%,62.8%,31.6%
Roland Garros,4,Clay,6,2,4,33.3%,3,1,2,33.3%,2020,2024,R64,6,0.86,6.1%,2.2%,59.3%,69.2%,48.9%,60.9%,33.7%,58.1%,36.7%
Wimbledon,4,Grass,7,3,4,42.9%,5,4,1,80.0%,2018,2024,R128,6,0.96,10.3%,1.5%,64.6%,75.1%,48.3%,65.6%,33.2%,52.5%,25.0%
US Open,6,Hard,9,3,6,33.3%,4,1,3,25.0%,2018,2024,R64,9,0.98,11.1%,5.0%,53.6%,71.7%,50.6%,61.9%,37.2%,59.0%,45.2%
Olympics,1,,2,1,1,50.0%,1,1,0,100.0%,2021,2021,R32,0,,,,,,,,,,
Davis Cup,2,,2,0,2,0.0%,1,0,1,0.0%,2022,2023,,1,0.82,18.4%,5.3%,65.8%,74.0%,30.8%,59.2%,33.3%,25.0%,66.7%
Canada Masters,4,Hard,7,3,4,42.9%,6,1,5,16.7%,2021,2024,R32,7,1.09,10.2%,2.6%,54.7%,77.2%,52.7%,66.1%,37.1%,67.6%,43.8%
Eastbourne,3,Grass,14,10,4,71.4%,7,7,0,100.0%,2019,2024,F,14,1.04,9.8%,3.4%,59.4%,75.4%,51.7%,65.8%,35.5%,54.8%,36.7%
Winston-Salem,3,Hard,9,5,4,55.6%,4,2,2,50.0%,2017,2023,QF,9,1.08,12.4%,4.0%,58.8%,75.1%,47.1%,63.6%,39.4%,58.5%,44.8%
Houston,3,Clay,7,4,3,57.1%,3,0,3,0.0%,2022,2024,R16,7,1.02,7.2%,2.3%,56.2%,71.3%,54.1%,63.8%,36.9%,62.8%,36.0%
s Hertogenbosch,3,Grass,5,2,3,40.0%,2,1,1,50.0%,2018,2024,R32,5,1.02,8.1%,1.1%,63.3%,74.3%,53.8%,66.8%,34.0%,52.4%,29.2%
Washington,3,Hard,4,1,3,25.0%,3,2,1,66.7%,2021,2024,R64,4,0.84,11.2%,3.1%,56.3%,79.6%,42.3%,63.3%,30.8%,63.6%,29.6%
