Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Eastbourne F,L vs Fritz,14.9%,71.4%,11.7%,83.3%,9.1%,18.2%,0.0%,17.9%,14.3%,2.3%,33.3%,78,86
2024 Roland Garros R128,L vs Squire,1.3%,0.0%,9.5%,69.0%,17.8%,20.0%,20.0%,6.9%,33.3%,5.1%,29.6%,-34,-27
2024 Miami R128,L vs Fucsovics,10.6%,60.0%,17.4%,40.0%,6.1%,8.7%,0.0%,7.9%,21.4%,1.1%,50.0%,-39,-78
2024 Australian Open R64,L vs Ruud,42.9%,71.9%,29.0%,73.2%,19.1%,14.7%,14.3%,1.3%,3.4%,3.6%,21.4%,98,97
2024 Auckland R32,W vs Pannu,2.4%,100.0%,10.8%,91.7%,12.9%,33.3%,0.0%,3.7%,25.0%,1.6%,33.3%,-67,-21
2023 Sofia R16,L vs Ilkel,6.5%,75.0%,12.6%,71.4%,10.0%,11.5%,40.0%,8.3%,21.4%,2.1%,14.3%,-48,-21
2023 Basel R32,L vs Fritz,68.6%,67.8%,36.6%,67.6%,22.0%,33.3%,0.0%,7.1%,11.1%,2.1%,0.0%,2,34
2023 Winston Salem QF,L vs Lehecka,83.6%,70.6%,40.7%,69.1%,5.6%,33.3%,0.0%,8.0%,50.0%,0.9%,0.0%,-30,37
2023 Cincinnati QF,L vs Alcaraz,87.0%,57.5%,45.5%,58.6%,9.3%,25.0%,0.0%,13.6%,20.0%,0.0%,-,2,51
2023 Cincinnati R32,W vs Ruud,54.4%,74.4%,28.7%,70.0%,10.4%,8.7%,50.0%,7.1%,33.3%,1.6%,33.3%,92,121
2023 Wimbledon R128,L vs Rublev,6.3%,50.0%,11.5%,89.5%,20.0%,17.6%,0.0%,5.0%,0.0%,2.8%,0.0%,52,45
2022 Newport R16,L vs Murray,16.0%,50.0%,18.3%,58.1%,13.5%,16.7%,0.0%,15.3%,33.3%,2.7%,20.0%,-19,-32
2022 Wimbledon R128,L vs Mannarino,6.3%,50.0%,10.7%,64.9%,14.5%,25.0%,8.0%,17.1%,33.3%,1.6%,30.0%,-57,-21
2021 Eastbourne SF,L vs Sonego,33.3%,68.4%,24.1%,66.7%,20.6%,16.7%,100.0%,15.4%,33.3%,0.6%,0.0%,68,21
2020 Australian Open Q2,L vs Mager,5.7%,75.0%,7.5%,76.9%,25.0%,33.3%,0.0%,9.5%,60.0%,2.9%,37.5%,-28,-27
Career (15 matches),,29.9%,66.0%,20.8%,68.0%,15.4%,18.7%,17.9%,8.9%,23.1%,2.5%,24.5%,-3,14
