Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Eastbourne F,L vs Fritz,38.0%,52.0%,41.4%,45.2%,50.0%,70.0%,46.7%,62.0%,76.5%,53.8%,0.0%,22.2%,27.8%,35.7%,72
2024 Roland Garros R128,L vs Squire,22.9%,36.3%,50.0%,28.7%,34.5%,47.6%,45.5%,45.4%,50.0%,50.0%,25.0%,10.0%,24.3%,54.0%,-17
2024 Miami R128,L vs Fucsovics,14.6%,25.0%,37.5%,19.2%,17.6%,23.5%,39.3%,24.1%,35.3%,58.8%,100.0%,7.7%,30.8%,33.3%,-39
2024 Australian Open R64,L vs Ruud,35.6%,53.1%,58.8%,45.2%,43.4%,63.2%,61.7%,57.8%,43.2%,40.3%,75.0%,22.9%,37.5%,54.1%,89
2024 Auckland R32,W vs Pannu,45.1%,58.8%,67.9%,51.2%,48.4%,64.5%,87.5%,58.4%,50.0%,41.2%,100.0%,40.0%,50.0%,41.7%,-79
2023 Sofia R16,L vs Ilkel,33.8%,45.9%,57.4%,40.3%,45.7%,58.7%,64.0%,56.1%,59.1%,37.5%,-,15.4%,26.9%,50.0%,29
2023 Basel R32,L vs Fritz,34.3%,48.5%,44.1%,42.9%,46.7%,65.0%,53.1%,60.8%,56.7%,56.7%,66.7%,18.2%,27.3%,33.3%,51
2023 Winston Salem QF,L vs Lehecka,36.2%,59.4%,54.1%,42.3%,52.8%,69.4%,47.1%,64.4%,46.2%,47.8%,0.0%,23.1%,61.5%,60.0%,82
2023 Cincinnati QF,L vs Alcaraz,34.3%,49.0%,40.0%,41.5%,43.3%,61.7%,44.1%,55.5%,54.5%,36.8%,33.3%,25.7%,37.1%,34.6%,118
2023 Cincinnati R32,W vs Ruud,41.8%,59.3%,49.0%,46.5%,50.0%,61.9%,47.6%,60.2%,52.4%,33.3%,33.3%,37.8%,62.2%,50.0%,45
2023 Wimbledon R128,L vs Rublev,31.0%,36.6%,47.8%,34.8%,42.2%,48.9%,50.0%,48.2%,73.1%,36.8%,0.0%,13.0%,17.4%,45.0%,9
2022 Newport R16,L vs Murray,16.3%,25.0%,34.8%,21.5%,24.4%,37.8%,32.4%,33.8%,81.0%,37.5%,44.4%,5.9%,8.8%,37.5%,-55
2022 Wimbledon R128,L vs Mannarino,36.8%,46.7%,48.4%,43.6%,45.7%,56.2%,57.9%,55.5%,71.2%,32.1%,16.7%,17.4%,26.1%,34.2%,-47
2021 Eastbourne SF,L vs Sonego,20.0%,31.7%,47.8%,29.2%,29.7%,43.2%,53.8%,44.6%,61.1%,57.9%,-,4.8%,14.3%,40.0%,-70
2020 Australian Open Q2,L vs Mager,26.9%,35.9%,53.6%,31.0%,41.3%,50.0%,51.9%,48.3%,65.0%,50.0%,66.7%,6.5%,16.1%,55.2%,-49
Career (15 matches),,31.5%,44.8%,48.8%,38.1%,41.4%,55.4%,51.8%,52.3%,58.7%,43.3%,42.2%,18.2%,31.5%,45.3%,51
