Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1995 US Open SF,L vs Graf,81.0%,45.3%,1.3%,1/0,2.92,40.0%,86.5%,37.8%,0.0%,2.90,46.8%,79.2%,63.2%,4.2%,3.06,0.0%
1995 Sydney F,W vs Davenport,86.8%,52.5%,8.8%,4/2,2.19,4.7%,87.2%,51.2%,6.4%,2.17,8.0%,100.0%,55.6%,16.7%,2.21,0.0%
1994 WTA Tour Championships F,W vs Davenport,78.2%,63.2%,1.1%,0/1,2.99,0.0%,77.8%,59.5%,0.0%,2.84,0.0%,100.0%,69.2%,3.8%,3.21,0.0%
1994 US Open SF,L vs Sanchez Vicario,85.6%,54.5%,0.0%,0/0,1.81,22.9%,90.9%,55.0%,0.0%,1.76,44.0%,77.3%,52.9%,0.0%,1.86,0.0%
1994 Amelia Island QF,W vs Pierce,66.2%,60.8%,2.6%,2/0,1.78,4.5%,93.5%,62.8%,0.0%,1.79,7.7%,80.0%,50.0%,20.0%,1.78,0.0%
1994 Australian Open SF,L vs Sanchez Vicario,96.2%,42.0%,0.0%,0/0,2.26,11.1%,97.5%,38.5%,0.0%,2.31,14.3%,91.7%,54.5%,0.0%,2.09,0.0%
1993 Berlin F,L vs Graf,89.2%,46.2%,7.8%,7/1,2.60,31.6%,88.7%,41.3%,4.2%,2.63,42.1%,93.3%,57.1%,16.7%,2.51,4.5%
1993 Rome F,L vs Martinez,89.2%,51.4%,0.0%,0/0,2.00,3.4%,87.0%,53.2%,0.0%,1.94,4.3%,96.4%,48.1%,0.0%,2.23,0.0%
1993 Australian Open SF,L vs Seles,79.6%,33.3%,0.0%,0/0,2.45,0.0%,87.2%,26.5%,0.0%,2.33,0.0%,83.3%,80.0%,0.0%,2.72,0.0%
1992 Wimbledon SF,L vs Graf,75.0%,24.2%,9.1%,3/1,3.20,64.8%,73.5%,20.0%,2.9%,3.10,83.3%,88.9%,37.5%,33.3%,3.56,0.0%
1992 Roland Garros SF,L vs Seles,89.8%,49.4%,4.5%,3/1,2.14,1.4%,93.8%,47.5%,4.6%,2.16,1.4%,85.7%,55.6%,4.8%,1.93,0.0%
1992 Roland Garros QF,W vs Martinez,67.9%,54.5%,3.7%,2/1,2.13,6.7%,89.6%,53.5%,4.2%,2.33,9.3%,100.0%,58.3%,8.3%,1.65,0.0%
1992 Rome F,W vs Seles,87.8%,56.9%,5.4%,4/0,2.34,0.0%,92.1%,51.7%,4.8%,2.31,0.0%,100.0%,100.0%,14.3%,2.59,0.0%
1992 Amelia Island F,W vs Graf,85.1%,52.6%,7.5%,5/0,1.99,43.1%,83.3%,45.0%,4.2%,1.96,54.5%,94.4%,70.6%,16.7%,2.08,5.9%
1992 Hilton Head F,W vs Martinez,68.8%,54.5%,2.1%,1/0,2.52,9.8%,89.5%,58.8%,0.0%,2.48,16.0%,100.0%,50.0%,6.3%,2.58,0.0%
1992 Key Biscayne F,L vs Sanchez Vicario,88.7%,43.6%,0.0%,0/0,2.30,5.3%,95.8%,43.5%,0.0%,2.18,6.3%,75.0%,44.4%,0.0%,2.94,0.0%
1992 Australian Open SF,L vs Fernandez,76.5%,38.5%,0.0%,0/0,2.38,0.0%,93.5%,37.9%,0.0%,2.46,0.0%,90.9%,40.0%,0.0%,2.22,0.0%
1991 Wimbledon F,L vs Graf,82.5%,47.5%,8.2%,8/0,1.96,36.4%,84.6%,38.2%,7.7%,1.97,41.3%,96.2%,68.0%,11.5%,1.90,7.7%
1991 Wimbledon SF,W vs Capriati,77.0%,61.4%,5.4%,1/3,2.04,5.3%,82.2%,51.4%,6.7%,2.03,4.3%,76.9%,80.0%,3.8%,2.07,10.0%
1991 Roland Garros SF,L vs Seles,75.9%,36.6%,5.6%,3/0,2.23,0.0%,83.3%,33.3%,0.0%,2.00,0.0%,68.8%,45.5%,18.8%,3.13,0.0%
Career (47 matches),,80.5%,50.4%,6.3%,64.6%,2.34,28.8%,83.2%,47.8%,3.9%,2.30,35.1%,89.3%,56.6%,13.5%,2.44,14.4%
