Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
1995 US Open SF,L vs Graf,25.6%,31.7%,47.3%,28.8%,34.8%,51.1%,48.4%,54.3%,55.6%,20.0%,30.0%,25.0%,66.7%,71.4%,100.0%,25
1995 Sydney F,W vs Davenport,17.9%,25.0%,53.5%,24.2%,27.3%,52.0%,60.0%,33.3%,50.0%,10.0%,25.0%,55.6%,50.0%,10.0%,0.0%,-19
1994 WTA Tour Championships F,W vs Davenport,23.5%,27.9%,57.5%,31.4%,40.0%,66.7%,42.1%,6.3%,0.0%,23.8%,23.8%,43.8%,22.2%,0.0%,0.0%,56
1994 US Open SF,L vs Sanchez Vicario,4.9%,6.6%,45.8%,3.8%,7.7%,48.0%,42.9%,50.0%,50.0%,8.0%,8.0%,43.5%,60.0%,6.7%,0.0%,-51
1994 Amelia Island QF,W vs Pierce,12.2%,20.4%,62.5%,16.7%,38.9%,66.7%,44.4%,88.9%,0.0%,25.0%,25.0%,55.6%,0.0%,14.3%,-,68
1994 Australian Open SF,L vs Sanchez Vicario,13.3%,15.6%,30.6%,12.5%,12.5%,32.1%,71.4%,50.0%,50.0%,20.0%,30.0%,25.0%,75.0%,0.0%,0.0%,58
1993 Berlin F,L vs Graf,16.2%,23.2%,51.9%,19.7%,29.6%,54.4%,58.6%,54.8%,83.3%,8.3%,8.3%,45.5%,69.2%,36.4%,0.0%,-36
1993 Rome F,L vs Martinez,7.7%,10.8%,35.6%,6.0%,10.0%,40.4%,25.0%,73.1%,100.0%,14.3%,14.3%,16.7%,33.3%,20.0%,25.0%,-23
1993 Australian Open SF,L vs Seles,13.2%,23.7%,35.7%,17.4%,30.4%,42.1%,27.3%,41.7%,33.3%,10.0%,20.0%,22.2%,66.7%,25.0%,0.0%,-42
1992 Wimbledon SF,L vs Graf,18.8%,23.2%,46.3%,17.6%,23.5%,50.0%,4.0%,57.7%,85.7%,25.0%,25.0%,33.3%,80.0%,27.3%,0.0%,30
1992 Roland Garros SF,L vs Seles,10.6%,14.1%,43.2%,5.4%,9.5%,45.7%,21.6%,40.5%,25.0%,55.6%,55.6%,0.0%,40.0%,50.0%,0.0%,115
1992 Roland Garros QF,W vs Martinez,10.8%,12.0%,46.7%,14.0%,16.0%,51.2%,19.2%,75.0%,50.0%,10.5%,10.5%,35.3%,11.1%,50.0%,33.3%,-9
1992 Rome F,W vs Seles,13.3%,16.0%,50.0%,12.3%,15.4%,54.4%,24.2%,37.5%,50.0%,22.2%,22.2%,14.3%,0.0%,50.0%,-,17
1992 Amelia Island F,W vs Graf,15.7%,19.1%,48.6%,15.4%,20.0%,50.9%,18.8%,69.7%,57.1%,19.0%,19.0%,41.2%,25.0%,22.2%,100.0%,47
1992 Hilton Head F,W vs Martinez,8.9%,12.5%,61.0%,7.4%,14.8%,68.0%,28.6%,38.5%,33.3%,15.8%,15.8%,50.0%,42.9%,16.7%,0.0%,11
1992 Key Biscayne F,L vs Sanchez Vicario,1.6%,4.8%,48.3%,2.0%,6.0%,51.0%,43.5%,18.5%,12.5%,0.0%,0.0%,33.3%,66.7%,0.0%,-,-119
1992 Australian Open SF,L vs Fernandez,8.7%,13.0%,31.3%,4.5%,9.1%,33.3%,41.7%,30.0%,40.0%,21.4%,28.6%,27.3%,50.0%,50.0%,50.0%,-104
1991 Wimbledon F,L vs Graf,13.6%,24.3%,46.6%,15.7%,27.0%,48.0%,50.0%,76.5%,75.0%,0.0%,7.7%,38.5%,50.0%,60.0%,-,-119
1991 Wimbledon SF,W vs Capriati,19.5%,19.5%,50.9%,20.3%,20.3%,59.6%,58.3%,5.7%,22.2%,23.1%,23.1%,10.0%,50.0%,0.0%,-,73
1991 Roland Garros SF,L vs Seles,1.6%,3.1%,51.7%,2.0%,4.1%,56.3%,8.7%,30.8%,50.0%,0.0%,0.0%,33.3%,66.7%,33.3%,0.0%,-119
Career (47 matches),,15.0%,21.3%,48.5%,16.9%,24.3%,51.2%,30.4%,46.7%,49.1%,13.8%,18.7%,42.4%,36.8%,48.5%,48.8%,21
