Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1995 US Open SF,L vs Graf,0.0%,-,17.4%,57.1%,8.1%,10.3%,0.0%,6.5%,25.0%,0.7%,50.0%,-87,-43
1995 Sydney F,W vs Davenport,0.0%,-,8.9%,81.8%,11.2%,14.3%,0.0%,7.1%,14.3%,2.5%,0.0%,-51,-42
1994 WTA Tour Championships F,W vs Davenport,0.0%,-,6.5%,70.0%,15.6%,17.2%,0.0%,25.0%,41.7%,0.4%,0.0%,-53,10
1994 US Open SF,L vs Sanchez Vicario,1.7%,100.0%,34.4%,67.3%,3.7%,7.7%,0.0%,4.2%,15.8%,0.3%,0.0%,-89,-67
1994 Amelia Island QF,W vs Pierce,0.0%,-,7.1%,66.7%,11.7%,9.7%,0.0%,19.0%,66.7%,0.9%,50.0%,-116,-118
1994 Australian Open SF,L vs Sanchez Vicario,0.0%,-,28.9%,57.1%,5.0%,11.5%,0.0%,4.2%,14.8%,0.6%,0.0%,-100,-89
1993 Berlin F,L vs Graf,2.0%,0.0%,17.4%,62.9%,8.6%,13.1%,0.0%,6.8%,18.8%,0.6%,33.3%,-122,-106
1993 Rome F,L vs Martinez,4.6%,33.3%,20.3%,60.0%,3.2%,5.2%,3.8%,2.4%,12.5%,1.3%,42.9%,-119,-124
1993 Australian Open SF,L vs Seles,0.0%,-,20.7%,66.7%,9.6%,15.4%,0.0%,0.0%,0.0%,3.8%,0.0%,-33,-16
1992 Wimbledon SF,L vs Graf,4.4%,33.3%,26.5%,46.7%,10.0%,13.3%,0.0%,15.0%,40.0%,0.0%,-,-99,-79
1992 Roland Garros SF,L vs Seles,0.0%,-,13.3%,69.6%,11.0%,18.0%,0.0%,5.5%,9.1%,2.6%,50.0%,-102,-103
1992 Roland Garros QF,W vs Martinez,2.4%,50.0%,17.7%,65.5%,4.0%,9.1%,0.0%,5.6%,23.5%,0.2%,100.0%,-122,-125
1992 Rome F,W vs Seles,0.0%,-,14.1%,81.0%,6.5%,9.3%,0.0%,24.2%,45.5%,2.0%,25.0%,-87,-88
1992 Amelia Island F,W vs Graf,1.1%,100.0%,24.4%,65.8%,11.9%,17.4%,0.0%,12.2%,47.1%,0.3%,0.0%,-38,-42
1992 Hilton Head F,W vs Martinez,1.8%,100.0%,17.3%,88.9%,4.0%,8.8%,0.0%,7.1%,33.3%,0.8%,50.0%,-124,-126
1992 Key Biscayne F,L vs Sanchez Vicario,1.6%,100.0%,20.8%,65.4%,2.7%,4.9%,0.0%,2.3%,12.5%,0.4%,50.0%,-117,-130
1992 Australian Open SF,L vs Fernandez,0.0%,-,14.4%,57.1%,5.3%,7.4%,0.0%,2.4%,11.1%,0.0%,-,-126,-136
1991 Wimbledon F,L vs Graf,1.0%,100.0%,29.0%,67.2%,7.0%,13.9%,0.0%,17.9%,40.0%,0.3%,0.0%,-46,-56
1991 Wimbledon SF,W vs Capriati,0.0%,-,13.9%,81.0%,7.8%,8.5%,0.0%,11.1%,12.5%,1.7%,60.0%,-38,-16
1991 Roland Garros SF,L vs Seles,0.0%,-,14.4%,82.4%,9.1%,16.1%,9.1%,4.8%,18.2%,4.3%,28.6%,-73,-92
Career (47 matches),,6.4%,59.4%,20.4%,63.9%,7.6%,10.1%,3.3%,6.3%,21.2%,0.9%,30.7%,-83,-78
