Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1996,24,14,10,58.3%,30-20,60.0%,243-190,56.1%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
1995,61,44,17,72.1%,88-28,75.9%,615-358,63.2%,6-10,37.5%,0,,,,,,,,,,,,W (Sydney)
1994,59,42,17,71.2%,89-40,69.0%,650-461,58.5%,2-4,33.3%,0,,,,,,,,,,,,W (Virginia Slims Championships)
1993,69,51,18,73.9%,103-36,74.1%,731-455,61.6%,6-8,42.9%,0,,,,,,,,,,,,F (3x)
1992,77,65,12,84.4%,131-29,81.9%,870-446,66.1%,5-4,55.6%,0,,,,,,,,,,,,W (5x)
1991,73,62,11,84.9%,116-29,80.0%,795-426,65.1%,12-3,80.0%,0,,,,,,,,,,,,W (5x)
1990,63,49,14,77.8%,96-31,75.6%,701-436,61.7%,9-5,64.3%,0,,,,,,,,,,,,W (2x)
1989,70,58,12,82.9%,117-35,77.0%,813-467,63.5%,2-5,28.6%,0,,,,,,,,,,,,W (4x)
1988,79,65,14,82.3%,132-35,79.0%,909-532,63.1%,5-5,50.0%,0,,,,,,,,,,,,W (4x)
1987,82,65,17,79.3%,126-41,75.4%,881-549,61.6%,7-4,63.6%,0,,,,,,,,,,,,W (3x)
1986,74,52,22,70.3%,105-50,67.7%,775-549,58.5%,5-5,50.0%,0,,,,,,,,,,,,W (Buenos Aires)
1985,69,51,18,73.9%,102-45,69.4%,729-504,59.1%,8-1,88.9%,0,,,,,,,,,,,,W (Tokyo Japan Open)
1984,14,9,5,64.3%,17-14,54.8%,148-134,52.5%,1-0,100.0%,0,,,,,,,,,,,,QF (Rio de Janeiro)
Career,814,627,187,77.0%,1252-433,74.3%,8860-5507,61.7%,68-55,55.3%,0,,,,,,,,,,,,
