Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,350,268,82,76.6%,534-186,74.2%,3768-2350,61.6%,29-21,58.0%,0,,,,,,,,,,,
Clay,257,205,52,79.8%,421-128,76.7%,2952-1662,64.0%,13-13,50.0%,0,,,,,,,,,,,
Grass,71,55,16,77.5%,107-43,71.3%,766-541,58.6%,7-2,77.8%,0,,,,,,,,,,,
Carpet,133,97,36,72.9%,186-74,71.5%,1341-931,59.0%,19-19,50.0%,0,,,,,,,,,,,
Grand Slams,206,164,42,79.6%,337-109,75.6%,2381-1432,62.4%,15-8,65.2%,0,,,,,,,,,,,
Premiers,4,3,1,75.0%,6-2,75.0%,40-26,60.6%,0-0,-,0,,,,,,,,,,,
Finals,55,27,28,49.1%,64-60,51.6%,552-549,50.1%,6-6,50.0%,0,,,,,,,,,,,
Semi-finals,113,56,57,49.6%,116-113,50.7%,1020-1013,50.2%,9-16,36.0%,0,,,,,,,,,,,
Quarter-finals,153,112,41,73.2%,222-104,68.1%,1650-1199,57.9%,17-11,60.7%,0,,,,,,,,,,,
vs Righties,512,378,134,73.8%,762-307,71.3%,5516-3696,59.9%,49-40,55.1%,0,,,,,,,,,,,
vs Lefties,56,28,28,50.0%,58-59,49.6%,504-502,50.1%,2-6,25.0%,0,,,,,,,,,,,
vs Top 10,193,82,111,42.5%,184-230,44.4%,1754-1948,47.4%,18-26,40.9%,0,,,,,,,,,,,
