Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,37,29,8,78.4%,3,3,0,100.0%,1989,1996,SF,0,,,,,,,,,,
Roland Garros,11,Clay,53,42,11,79.2%,5,3,2,60.0%,1985,1995,SF,0,,,,,,,,,,
Wimbledon,11,Grass,53,42,11,79.2%,6,5,1,83.3%,1985,1995,F,0,,,,,,,,,,
US Open,13,Hard,63,51,12,81.0%,9,4,5,44.4%,1984,1996,W,0,,,,,,,,,,
Olympics,1,,5,4,1,80.0%,0,0,0,-,1988,1988,F,0,,,,,,,,,,
Fed Cup,5,,16,13,3,81.3%,0,0,0,-,1984,1995,,0,,,,,,,,,,
Key Biscayne,12,Hard,53,42,11,79.2%,12,6,6,50.0%,1985,1996,W,0,,,,,,,,,,
Amelia Island,11,Clay,51,43,8,84.3%,2,2,0,100.0%,1985,1995,W,0,,,,,,,,,,
Hilton Head,10,Clay,35,27,8,77.1%,5,2,3,40.0%,1985,1996,W,0,,,,,,,,,,
Rome,9,Clay,37,32,5,86.5%,9,4,5,44.4%,1987,1995,W,0,,,,,,,,,,
Filderstadt,9,Hard,29,21,8,72.4%,9,3,6,33.3%,1986,1996,W,0,,,,,,,,,,
Virginia Slims Championships,8,Carpet,26,20,6,76.9%,5,3,2,60.0%,1987,1994,W,0,,,,,,,,,,
