Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Dubai R32,W vs Noskova,1.02,1.91,43.6,2.0,16.0%,84.0%,25.0%,66.7%,45.2%,46.4%
2026 Cluj-Napoca F,W vs Raducanu,0.95,1.97,37.8,2.0,10.5%,68.4%,22.2%,72.2%,66.7%,56.0%
2026 Brisbane R16,L vs Sabalenka,0.94,0.61,49.8,2.4,2.9%,35.3%,2.9%,67.6%,40.0%,21.7%
2025 Osaka R16,W vs Boulter,1.25,2.01,33.2,2.0,4.2%,54.2%,10.0%,75.0%,58.3%,58.3%
2025 Beijing R128,W vs Dolehide,1.17,1.80,37.8,2.1,9.1%,68.2%,5.6%,61.1%,55.2%,51.9%
2025 Seoul R16,L vs Swiatek,0.86,0.60,34.9,2.1,3.0%,33.3%,9.4%,53.1%,46.4%,32.0%
2025 Cleveland F,W vs Li,1.04,1.54,47.2,2.2,0.0%,64.5%,3.6%,75.0%,44.1%,46.7%
2025 Linz R16,L vs Tauson,0.99,0.64,45.8,2.2,3.2%,45.2%,0.0%,53.3%,30.0%,35.7%
2024 Wimbledon R128,L vs Kartal,0.99,0.71,50.5,4.1,2.4%,57.1%,2.4%,51.2%,27.0%,39.4%
2024 Rome R16,L vs Keys,0.87,0.50,35.0,2.2,4.3%,52.2%,0.0%,31.8%,36.0%,30.4%
2024 Madrid R32,L vs Swiatek,0.84,0.48,30.7,2.2,0.0%,37.0%,0.0%,46.2%,30.4%,36.4%
2024 Stuttgart R32,L vs Zheng,0.78,0.59,37.9,2.1,3.6%,57.1%,4.0%,32.0%,44.0%,37.5%
2024 Miami R16,L vs Collins,0.91,0.68,44.9,2.2,7.1%,50.0%,3.7%,55.6%,30.6%,40.0%
2024 Dubai SF,L vs Paolini,1.00,0.87,70.9,2.1,2.1%,54.2%,0.0%,45.8%,41.7%,45.5%
2024 Dubai QF,W vs Vondrousova,1.06,1.13,59.1,158.7,0.0%,50.9%,13.0%,61.1%,51.5%,43.1%
2024 Doha R32,L vs Swiatek,0.88,0.34,34.8,2.0,0.0%,19.2%,4.2%,66.7%,20.0%,25.0%
2023 US Open QF,L vs Muchova,0.98,0.65,40.8,2.1,0.0%,50.0%,0.0%,29.6%,44.1%,36.4%
2023 US Open R16,W vs Bencic,1.23,1.70,34.5,2.2,13.8%,62.1%,3.7%,51.9%,55.2%,63.0%
2023 US Open R32,W vs Rybakina,1.00,1.17,78.5,2.2,1.7%,58.6%,5.5%,61.8%,49.1%,44.0%
2023 US Open R64,W vs Kalinskaya,1.15,1.89,51.2,2.0,7.7%,76.9%,8.3%,75.0%,33.3%,46.4%
2026 (3 matches),,0.98,1.25,44.3,2.1,9.0%,59.0%,14.5%,68.4%,50.6%,42.1%
2025 (5 matches),,1.05,1.11,40.2,2.1,3.5%,51.8%,5.5%,62.5%,46.2%,44.8%
2024 (8 matches),,0.94,0.72,49.3,2.6,2.2%,48.7%,4.1%,50.2%,37.7%,39.0%
2023 (16 matches),,1.05,1.06,56.0,2.5,5.5%,60.0%,4.2%,57.7%,40.6%,42.7%
2022 (7 matches),,0.93,0.85,61.2,3.6,2.7%,53.8%,1.8%,55.9%,39.9%,42.5%
Career (379 matches),,1.01,1.01,56.8,2.7,3.1%,56.6%,2.1%,55.1%,44.0%,44.1%
