Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Dubai R32,W vs Noskova,0.0%,-,6.5%,57.1%,24.0%,44.4%,0.0%,11.4%,27.3%,0.0%,-,1,18
2026 Cluj Napoca F,W vs Raducanu,0.0%,-,3.4%,33.3%,12.8%,23.5%,0.0%,14.7%,75.0%,0.8%,100.0%,-51,6
2026 Brisbane R16,L vs Sabalenka,0.0%,-,4.3%,100.0%,25.6%,46.2%,0.0%,14.6%,25.0%,0.0%,-,-6,4
2025 Osaka R16,W vs Boulter,0.0%,-,3.3%,66.7%,22.5%,31.6%,0.0%,14.3%,10.0%,0.0%,-,-7,48
2025 Beijing R128,W vs Dolehide,0.0%,-,4.2%,100.0%,29.6%,36.4%,0.0%,15.6%,20.0%,1.5%,0.0%,56,91
2025 Seoul R16,L vs Swiatek,0.0%,-,2.5%,66.7%,10.9%,21.7%,0.0%,5.0%,0.0%,1.3%,0.0%,56,21
2025 Cleveland F,W vs Li,0.0%,-,5.7%,85.7%,9.3%,8.0%,0.0%,8.2%,15.4%,1.4%,33.3%,-43,-28
2025 Linz R16,L vs Tauson,0.0%,-,7.6%,55.6%,16.4%,33.3%,0.0%,22.4%,53.8%,1.2%,50.0%,20,23
2024 Rome R16,L vs Keys,0.0%,-,3.2%,33.3%,9.1%,5.6%,0.0%,10.0%,37.5%,0.7%,0.0%,-28,-20
2024 Madrid R32,L vs Swiatek,0.0%,-,8.2%,25.0%,9.0%,16.7%,0.0%,6.3%,7.1%,0.0%,-,-42,-62
2024 Stuttgart R32,L vs Zheng,0.0%,-,4.9%,40.0%,15.0%,20.0%,0.0%,10.6%,22.2%,1.3%,0.0%,1,13
2024 Miami R16,L vs Collins,0.0%,-,1.6%,100.0%,8.5%,15.8%,0.0%,7.4%,11.1%,0.5%,0.0%,-19,8
2024 Dubai SF,L vs Paolini,0.0%,-,4.8%,87.5%,9.7%,13.8%,100.0%,12.9%,24.1%,3.3%,36.4%,10,-12
2024 Dubai QF,W vs Vondrousova,0.0%,-,14.9%,66.7%,13.3%,17.4%,0.0%,14.3%,28.9%,2.4%,30.0%,34,20
2024 Doha R32,L vs Swiatek,0.0%,-,4.7%,75.0%,5.8%,4.8%,0.0%,8.6%,14.3%,0.7%,0.0%,-22,-37
2023 US Open QF,L vs Muchova,0.0%,-,18.9%,43.5%,9.2%,9.3%,0.0%,20.4%,42.9%,0.0%,-,-13,-34
2023 US Open R16,W vs Bencic,0.0%,-,2.7%,100.0%,10.9%,14.3%,0.0%,14.6%,29.4%,0.0%,-,-77,-17
2023 US Open R32,W vs Rybakina,0.0%,-,6.0%,84.6%,14.0%,21.0%,0.0%,11.6%,23.7%,0.5%,0.0%,-40,-33
2023 Roland Garros R128,L vs Paolini,0.0%,-,3.5%,28.6%,16.7%,19.6%,0.0%,8.7%,25.6%,3.6%,50.0%,91,56
2023 Madrid R64,L vs Sabalenka,0.0%,-,2.5%,66.7%,19.0%,25.0%,100.0%,10.8%,50.0%,0.0%,-,49,14
Last 52 Weeks (7 matches),,0.0%,-,4.3%,75.0%,18.6%,28.5%,0.0%,11.0%,17.6%,0.8%,25.0%,-1,19
Career (74 matches),,0.1%,33.3%,8.1%,66.3%,13.2%,21.3%,11.8%,11.1%,25.6%,1.1%,41.6%,20,16
