Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Dubai R32,W vs Noskova,44% (4/9),100% (4/4),0/0,13% (1/8),100% (1/1),2/2,0/0,0/0,0/0,0/0
2026 Cluj-Napoca F,W vs Raducanu,86% (6/7),100% (6/6),0/1,14% (1/7),0% (0/1),3/4,0/0,0/0,0/0,0/0
2026 Brisbane R16,L vs Sabalenka,22% (2/9),50% (1/2),1/3,67% (6/9),33% (2/6),1/1,0/0,0/1,0/0,0/0
2025 Osaka R16,W vs Boulter,75% (6/8),100% (6/6),2/2,25% (2/8),0% (0/2),3/5,1/2,0/0,0/1,0/0
2025 Beijing R128,W vs Dolehide,67% (6/9),100% (6/6),1/2,25% (2/8),0% (0/2),4/5,1/1,0/0,0/0,0/0
2025 Seoul R16,L vs Swiatek,50% (4/8),50% (2/4),1/4,78% (7/9),14% (1/7),0/2,0/0,1/3,0/0,0/1
2025 Cleveland F,W vs Li,56% (5/9),60% (3/5),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2025 Linz R16,L vs Tauson,44% (4/9),25% (1/4),0/4,56% (5/9),20% (1/5),0/1,0/0,1/1,0/0,0/0
2024 Wimbledon R128,L vs Kartal,27% (3/11),33% (1/3),0/3,42% (5/12),0% (0/5),1/1,1/1,0/2,0/0,0/1
2024 Rome R16,L vs Keys,14% (1/7),0% (0/1),0/4,63% (5/8),0% (0/5),0/0,0/0,1/2,0/0,0/1
2024 Madrid R32,L vs Swiatek,14% (1/7),100% (1/1),1/5,86% (6/7),0% (0/6),0/1,0/0,0/1,0/0,0/0
2024 Stuttgart R32,L vs Zheng,25% (2/8),100% (2/2),1/5,67% (6/9),0% (0/6),2/2,0/0,0/1,0/0,0/1
2024 Miami R16,L vs Collins,22% (2/9),0% (0/2),0/3,63% (5/8),40% (2/5),0/0,0/0,1/1,0/0,1/1
2024 Dubai SF,L vs Paolini,30% (3/10),100% (3/3),2/3,60% (6/10),17% (1/6),1/3,0/1,1/2,0/0,1/1
2024 Dubai QF,W vs Vondrousova,64% (9/14),56% (5/9),1/5,57% (8/14),38% (3/8),3/4,1/1,3/3,1/1,2/2
2024 Doha R32,L vs Swiatek,0% (0/7),- (0/0),0/4,86% (6/7),17% (1/6),0/0,0/0,0/1,0/0,0/1
2023 US Open QF,L vs Muchova,29% (2/7),50% (1/2),0/5,88% (7/8),14% (1/7),0/1,0/0,0/1,0/0,0/1
2023 US Open R16,W vs Bencic,78% (7/9),86% (6/7),2/3,44% (4/9),25% (1/4),3/5,1/3,0/0,0/1,0/0
2023 US Open R32,W vs Rybakina,47% (7/15),86% (6/7),3/4,38% (6/16),33% (2/6),2/5,1/2,2/2,0/1,0/0
2023 US Open R64,W vs Kalinskaya,33% (3/9),100% (3/3),0/1,10% (1/10),0% (0/1),2/3,2/2,0/0,1/1,0/0
2026 (3 matches),,48.0%,91.7%,25.0%,33.3%,37.5%,85.7%,-,0.0%,-,-
2025 (5 matches),,58.1%,72.0%,33.3%,41.9%,22.2%,62.5%,80.0%,50.0%,50.0%,0.0%
2024 (8 matches),,28.8%,57.1%,15.6%,62.7%,14.9%,63.6%,66.7%,46.2%,100.0%,50.0%
2023 (16 matches),,41.3%,75.4%,34.0%,42.4%,31.5%,71.1%,70.6%,76.9%,80.0%,66.7%
2022 (7 matches),,37.2%,78.1%,37.0%,48.9%,16.3%,72.0%,50.0%,50.0%,0.0%,37.5%
Career (379 matches),,46.9%,76.2%,32.8%,47.1%,23.7%,68.2%,70.3%,60.6%,69.2%,58.0%
