Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Dubai R32,W vs Noskova,29,8,3.6,26.9%,7.4%,19,7,2.7,20.9%,7.7%,13.2%,6.6%,0.8,18.5%,23.1%
2026 Cluj-Napoca F,W vs Raducanu,21,10,2.1,23.6%,11.2%,15,7,2.1,20.3%,9.5%,6.8%,12.2%,0.3,9.0%,33.7%
2026 Brisbane R16,L vs Sabalenka,10,8,1.3,8.6%,6.9%,8,7,1.1,7.3%,6.4%,5.5%,1.8%,5.2,26.7%,5.2%
2025 Osaka R16,W vs Boulter,8,10,0.8,8.7%,10.9%,5,8,0.6,6.1%,9.8%,4.9%,1.2%,0.4,8.7%,22.8%
2025 Beijing R128,W vs Dolehide,17,13,1.3,17.7%,13.5%,14,11,1.3,15.9%,12.5%,13.6%,2.3%,0.3,5.2%,17.7%
2025 Seoul R16,L vs Swiatek,13,30,0.4,11.0%,25.4%,9,29,0.3,8.2%,26.4%,7.3%,0.9%,0.7,17.8%,25.4%
2025 Cleveland F,W vs Li,13,13,1.0,10.6%,10.6%,12,13,0.9,10.1%,10.9%,5.9%,4.2%,0.6,14.6%,22.8%
2025 Linz R16,L vs Tauson,24,21,1.1,20.2%,17.6%,23,16,1.4,21.1%,14.7%,8.3%,11.0%,2.1,19.3%,9.2%
2024 Wimbledon R128,L vs Kartal,18,41,0.4,11.8%,26.8%,16,38,0.4,11.1%,26.4%,4.9%,5.6%,1.2,18.3%,15.7%
2024 Rome R16,L vs Keys,8,17,0.5,8.6%,18.3%,7,14,0.5,8.3%,16.7%,2.4%,6.0%,1.1,17.2%,15.1%
2024 Madrid R32,L vs Swiatek,10,21,0.5,10.2%,21.4%,10,19,0.5,10.4%,19.8%,4.2%,6.3%,0.8,14.3%,18.4%
2024 Stuttgart R32,L vs Zheng,11,18,0.6,11.0%,18.0%,9,16,0.6,9.5%,16.8%,5.3%,4.2%,1.4,18.0%,13.0%
2024 Miami R16,L vs Collins,12,29,0.4,9.5%,23.0%,9,27,0.3,8.0%,23.9%,5.3%,2.7%,0.8,19.8%,24.6%
2024 Dubai SF,L vs Paolini,22,37,0.6,13.3%,22.4%,21,36,0.6,13.0%,22.4%,5.6%,6.2%,1.0,16.4%,16.4%
2024 Dubai QF,W vs Vondrousova,46,43,1.1,19.0%,17.8%,39,42,0.9,17.5%,18.8%,7.2%,10.3%,1.0,15.3%,14.9%
2024 Doha R32,L vs Swiatek,8,18,0.4,9.3%,20.9%,7,18,0.4,8.3%,21.4%,4.8%,3.6%,1.5,19.8%,12.8%
2023 US Open QF,L vs Muchova,12,19,0.6,9.8%,15.6%,12,18,0.7,10.5%,15.8%,3.5%,7.0%,2.1,26.2%,12.3%
2023 US Open R16,W vs Bencic,16,14,1.1,14.3%,12.5%,11,13,0.8,10.9%,12.9%,5.0%,5.0%,0.4,11.6%,28.6%
2023 US Open R32,W vs Rybakina,33,42,0.8,15.1%,19.3%,29,39,0.7,14.2%,19.1%,9.8%,3.9%,0.5,13.8%,25.7%
2023 US Open R64,W vs Kalinskaya,17,17,1.0,15.7%,15.7%,13,16,0.8,13.5%,16.7%,10.4%,2.1%,0.6,13.0%,23.1%
Career (123 matches),,2522,3113,0.8,14.6%,18.1%,2234,2845,0.8,14.0%,17.9%,6.1%,4.7%,0.8,14.3%,17.2%
