Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,15,Hard,34,19,15,55.9%,4,3,1,75.0%,1990,2016,SF,8,0.94,1.1%,4.9%,68.2%,52.5%,41.1%,48.8%,48.1%,53.8%,51.1%
Roland Garros,14,Clay,32,17,15,53.1%,3,0,3,0.0%,1989,2015,SF,4,0.72,0.4%,5.5%,64.3%,50.6%,41.8%,47.5%,38.1%,47.4%,31.8%
Wimbledon,14,Grass,36,21,15,58.3%,10,8,2,80.0%,1989,2015,SF,9,0.95,1.0%,4.4%,68.9%,56.0%,49.1%,53.9%,43.6%,51.5%,54.8%
US Open,15,Hard,30,15,15,50.0%,8,2,6,25.0%,1989,2015,QF,5,0.86,0.8%,4.4%,61.3%,53.6%,35.8%,46.7%,45.9%,45.9%,51.1%
Olympics,1,,2,1,1,50.0%,0,0,0,-,1992,1992,R32,0,,,,,,,,,,
Fed Cup,9,,24,16,8,66.7%,4,2,2,50.0%,1990,2013,,0,,,,,,,,,,
Tokyo,11,Hard,40,27,13,67.5%,7,2,5,28.6%,1989,2015,W,9,0.94,0.7%,5.0%,67.2%,59.6%,42.4%,54.0%,43.5%,49.4%,45.6%
Sydney,9,Hard,28,20,8,71.4%,1,0,1,0.0%,1992,2015,W,11,1.08,1.2%,5.4%,66.9%,60.2%,40.4%,53.6%,49.9%,43.6%,55.6%
Osaka,7,Hard,18,11,7,61.1%,8,4,4,50.0%,1992,2013,F,10,1.05,2.7%,2.7%,69.1%,61.1%,46.6%,56.6%,45.4%,61.7%,43.0%
Indian Wells,7,Hard,15,8,7,53.3%,2,0,2,0.0%,1996,2015,SF,10,1.02,0.7%,3.3%,66.3%,60.0%,51.7%,57.2%,43.6%,55.6%,45.7%
Pattaya,7,Hard,12,5,7,41.7%,5,2,3,40.0%,2009,2015,QF,12,0.99,0.9%,3.4%,65.4%,52.0%,49.2%,51.0%,48.7%,45.4%,47.8%
Key Biscayne,6,Hard,23,17,6,73.9%,9,6,3,66.7%,1991,1996,F,0,,,,,,,,,,
