Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2015 Australian Open R128,L vs Tatishvili,22,25,0.9,16.9%,19.2%,20,21,1.0,16.7%,17.5%,13.3%,1.7%,0.9,13.1%,13.8%
2014 US Open R128,L vs Williams,19,36,0.5,11.7%,22.1%,19,33,0.6,12.3%,21.4%,7.8%,4.5%,0.5,10.4%,22.1%
2014 Wimbledon R128,L vs Makarova,47,47,1.0,21.2%,21.2%,47,42,1.1,22.7%,20.3%,15.0%,7.2%,1.2,17.1%,14.0%
2014 Roland Garros R128,L vs Pavlyuchenkova,10,34,0.3,7.0%,23.8%,10,27,0.4,8.3%,22.3%,5.8%,2.5%,0.5,12.6%,26.6%
2013 US Open R128,L vs Ormaechea,14,43,0.3,9.1%,27.9%,14,40,0.4,9.7%,27.8%,,,0.7,15.6%,22.7%
2013 Wimbledon R32,L vs Williams,8,9,0.9,8.7%,9.8%,8,9,0.9,9.6%,10.8%,,,2.3,30.4%,13.0%
2013 Wimbledon R64,W vs Cadantu,17,21,0.8,12.8%,15.8%,16,18,0.9,12.7%,14.3%,,,1.5,11.3%,7.5%
2013 Roland Garros R128,L vs Stosur,8,20,0.4,8.6%,21.5%,8,19,0.4,8.8%,20.9%,,,1.2,22.6%,19.4%
2013 Australian Open R32,L vs Jovanovski,9,36,0.3,5.7%,22.8%,9,36,0.3,5.8%,23.4%,,,0.6,18.4%,32.9%
2013 Australian Open R64,W vs Peer,17,32,0.5,12.1%,22.9%,16,30,0.5,11.9%,22.4%,,,0.4,11.4%,31.4%
2013 Australian Open R128,W vs Petrova,17,18,0.9,17.2%,18.2%,16,16,1.0,17.8%,17.8%,,,0.2,9.1%,38.4%
2012 US Open R128,L vs Arvidsson,20,46,0.4,18.3%,42.2%,19,42,0.5,18.8%,41.6%,,,0.6,6.4%,11.0%
2011 US Open R128,L vs Soler Espinosa,36,46,0.8,18.1%,23.1%,35,40,0.9,18.9%,21.6%,15.1%,3.8%,0.9,13.6%,14.6%
2011 Wimbledon R64,L vs Williams,46,31,1.5,18.1%,12.2%,45,28,1.6,19.1%,11.9%,12.7%,5.9%,1.9,17.7%,9.4%
2011 Roland Garros R128,L vs Wozniacki,15,28,0.5,16.5%,30.8%,15,25,0.6,17.4%,29.1%,15.1%,2.3%,1.3,13.2%,9.9%
2011 Australian Open R128,L vs Radwanska,38,72,0.5,17.6%,33.3%,37,64,0.6,18.2%,31.5%,,,0.6,12.0%,19.4%
Career (16 matches),,343,544,0.6,14.3%,22.7%,334,490,0.7,14.9%,21.9%,6.1%,2.2%,0.8,14.6%,18.7%
