Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2015 ITF Stockton R16,W vs Ahn,2.0%,0.0%,4.6%,60.0%,9.7%,9.1%,0.0%,6.3%,25.0%,2.2%,0.0%,49,33
2014 Australian Open R128,L vs Bencic,0.0%,-,8.3%,53.3%,8.0%,20.5%,0.0%,7.1%,23.5%,0.8%,33.3%,32,1
2013 Australian Open R128,W vs Petrova,2.0%,0.0%,7.1%,85.7%,16.0%,38.9%,0.0%,8.2%,12.5%,1.1%,100.0%,32,34
2011 Wimbledon R64,L vs Williams,5.7%,25.0%,15.0%,60.5%,19.2%,34.5%,0.0%,6.1%,9.1%,1.8%,28.6%,70,22
1995 Roland Garros SF,L vs Sanchez Vicario,0.0%,-,15.7%,65.0%,5.7%,15.8%,0.0%,6.1%,7.0%,0.8%,0.0%,-53,-63
1995 Key Biscayne F,L vs Graf,0.0%,-,7.9%,66.7%,7.8%,13.6%,0.0%,8.2%,27.3%,0.0%,-,10,-5
1995 Tokyo F,W vs Davenport,0.0%,-,8.4%,87.5%,16.3%,0.0%,40.0%,11.4%,40.0%,0.0%,-,-7,9
1994 Australian Open SF,L vs Graf,1.9%,100.0%,11.1%,75.0%,18.2%,33.3%,0.0%,7.4%,75.0%,0.0%,-,61,20
1994 Sydney F,W vs Fernandez,5.2%,33.3%,19.0%,54.5%,10.2%,19.0%,0.0%,7.3%,28.6%,0.0%,-,-29,-44
Career (9 matches),,2.3%,28.6%,11.3%,64.0%,11.7%,22.6%,14.3%,7.1%,16.6%,0.9%,26.3%,18,-2
