Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2015 ITF Stockton R16,W vs Ahn,71.4%,70.0%,3.6%,2/0,2.65,2.9%,85.2%,73.9%,3.7%,2.73,3.7%,81.0%,64.7%,4.8%,2.24,0.0%
2014 Australian Open R128,L vs Bencic,70.9%,67.2%,3.5%,2/1,2.66,2.5%,60.9%,75.0%,2.2%,2.55,3.3%,94.3%,60.6%,5.7%,2.97,0.0%
2013 Australian Open R128,W vs Petrova,75.0%,75.0%,8.3%,1/3,2.46,2.6%,79.3%,73.9%,10.3%,2.52,3.1%,81.3%,76.9%,6.3%,2.12,0.0%
2011 Wimbledon R64,L vs Williams,67.0%,57.3%,8.9%,7/3,-,0.9%,62.0%,59.2%,8.9%,-,1.1%,83.9%,53.8%,9.7%,-,0.0%
1995 Roland Garros SF,L vs Sanchez Vicario,81.5%,49.1%,0.0%,0/0,2.42,1.9%,82.8%,50.0%,0.0%,2.42,3.0%,85.3%,48.3%,0.0%,2.42,0.0%
1995 Key Biscayne F,L vs Graf,71.0%,45.5%,1.6%,1/0,2.69,72.1%,69.7%,56.5%,3.0%,2.72,77.8%,91.3%,33.3%,0.0%,2.64,62.5%
1995 Tokyo F,W vs Davenport,61.0%,68.0%,17.1%,5/2,2.53,2.5%,71.4%,60.0%,19.0%,2.62,3.4%,90.9%,80.0%,27.3%,2.28,0.0%
1994 Australian Open SF,L vs Graf,69.6%,35.9%,8.9%,4/1,2.68,51.2%,71.4%,32.0%,11.4%,2.60,56.3%,82.4%,42.9%,5.9%,2.93,36.4%
1994 Sydney F,W vs Fernandez,77.6%,68.9%,1.7%,1/0,2.32,8.3%,78.9%,63.3%,0.0%,2.28,12.9%,78.9%,80.0%,5.3%,2.40,0.0%
Career (9 matches),,71.6%,59.1%,5.7%,69.7%,2.55,13.0%,71.2%,60.4%,6.2%,2.55,13.9%,86.0%,57.3%,5.8%,2.56,10.5%
