Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2017 Tokyo  R32,L vs Krunic,17% (1/6),0% (0/1),0/4,100% (6/6),0% (0/6),0/0,0/0,0/2,0/0,0/1
2017 Stockton CA $60K R32,L vs Arconada,46% (6/13),83% (5/6),2/8,67% (8/12),0% (0/8),3/5,1/1,0/0,0/0,0/0
2017 Gifu $80K R32,L vs Zhu,38% (3/8),100% (3/3),2/5,88% (7/8),0% (0/7),1/3,0/0,0/2,0/0,0/1
2016 Australian Open Q1,L vs Hesse,40% (6/15),67% (4/6),0/6,53% (8/15),13% (1/8),2/4,0/0,2/3,0/0,2/2
2015 Poitiers $100K R16,L vs Witthoeft,33% (4/12),50% (2/4),0/2,42% (5/12),20% (1/5),1/2,0/1,1/3,0/0,1/2
2015 Poitiers $100K R32,W vs Perrin,64% (7/11),100% (7/7),3/5,64% (7/11),29% (2/7),2/5,0/1,0/0,0/1,0/0
2015 Seoul R32,W vs Tomljanovic,75% (6/8),100% (6/6),1/1,29% (2/7),50% (1/2),4/4,0/0,0/0,0/0,0/0
2015 Tokyo R16,L vs Tomljanovic,45% (5/11),40% (2/5),1/3,50% (5/10),40% (2/5),2/2,0/0,1/1,0/0,1/1
2015 Tokyo R32,W vs Doi,78% (7/9),71% (5/7),2/2,33% (3/9),33% (1/3),4/5,2/2,0/0,1/1,0/0
2015 US Open Q1,L vs Bellis,43% (6/14),83% (5/6),3/7,62% (8/13),13% (1/8),1/5,1/1,0/0,0/0,0/0
2015 Stanford R16,L vs Pliskova,20% (2/10),0% (0/2),0/3,50% (5/10),40% (2/5),0/0,0/0,1/1,0/0,1/1
2015 Stanford R32,W vs Lisicki,43% (6/14),83% (5/6),2/5,46% (6/13),17% (1/6),4/5,1/1,0/0,1/1,0/0
2015 Stanford Q2,W vs Dabrowski,50% (4/8),75% (3/4),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,1/1,0/0
2015 Stanford Q1,W vs Osaka,81% (13/16),77% (10/13),5/7,67% (10/15),30% (3/10),3/8,1/2,0/0,0/0,0/0
2015 Sacramento CA $50K R16,W vs Loeb,50% (5/10),80% (4/5),1/2,64% (7/11),71% (5/7),3/4,2/2,1/1,1/1,0/0
2015 Sacramento CA $50K R32,W vs Pegula,58% (7/12),71% (5/7),1/4,46% (6/13),17% (1/6),3/5,2/3,0/1,1/1,0/0
2015 Stockton CA $50K SF,L vs Mestach,43% (6/14),50% (3/6),1/6,57% (8/14),25% (2/8),1/2,0/0,0/0,0/0,0/0
2015 Stockton CA $50K QF,W vs Lao,75% (6/8),100% (6/6),2/3,56% (5/9),40% (2/5),5/6,2/2,0/0,1/1,0/0
2015 Stockton CA $50K R16,W vs Ahn,89% (8/9),88% (7/8),2/3,50% (4/8),25% (1/4),3/5,0/0,0/0,0/0,0/0
2015 Stockton CA $50K R32,W vs Boserup,80% (8/10),88% (7/8),4/5,80% (8/10),38% (3/8),2/7,2/3,0/0,1/1,0/0
2017 (3 matches),,37.0%,80.0%,23.5%,80.8%,0.0%,50.0%,100.0%,0.0%,-,0.0%
2016 (1 matches),,40.0%,66.7%,0.0%,53.3%,12.5%,50.0%,-,66.7%,-,100.0%
2015 (20 matches),,54.3%,76.7%,48.6%,50.5%,29.1%,60.0%,68.2%,42.9%,77.8%,57.1%
2014 (16 matches),,47.1%,78.9%,32.3%,45.8%,12.6%,57.8%,66.7%,54.5%,75.0%,44.4%
2013 (30 matches),,53.2%,83.5%,39.6%,47.2%,19.3%,60.3%,63.2%,51.9%,66.7%,50.0%
Career (107 matches),,51.0%,79.5%,37.3%,48.7%,20.1%,61.2%,63.7%,50.5%,67.4%,51.0%
