Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,309,179,130,57.9%,389-296,56.8%,3361-2924,53.5%,29-39,42.6%,119,46.4%,31.6%,1.1%,4.5%,65.6%,57.5%,45.1%,53.3%,44.8%,49.0%,0.96
Clay,58,28,30,48.3%,64-67,48.9%,588-606,49.2%,2-4,33.3%,13,40.0%,30.0%,0.6%,5.3%,62.5%,54.5%,40.1%,49.1%,39.6%,44.5%,0.78
Grass,54,30,24,55.6%,63-57,52.5%,551-543,50.4%,11-5,68.8%,17,-,-,1.3%,4.1%,68.0%,58.7%,47.8%,55.2%,42.7%,49.0%,0.95
Carpet,36,22,14,61.1%,44-35,55.7%,355-323,52.4%,2-2,50.0%,0,,,,,,,,,,,
Grand Slams,111,60,51,54.1%,135-117,53.6%,1175-1103,51.6%,11-9,55.0%,26,54.5%,27.3%,0.9%,4.7%,66.6%,53.8%,42.7%,50.1%,44.8%,47.5%,0.90
Premiers,34,13,21,38.2%,31-47,39.7%,341-389,46.7%,4-5,44.4%,33,65.2%,20.8%,1.3%,4.7%,65.5%,58.5%,44.3%,53.6%,43.7%,48.7%,0.94
Internationals,75,31,44,41.3%,76-94,44.7%,803-852,48.5%,13-16,44.8%,69,28.1%,40.6%,1.2%,4.2%,65.7%,57.9%,46.4%,54.0%,44.2%,49.1%,0.96
Finals,15,8,7,53.3%,18-15,54.5%,151-145,51.0%,1-1,50.0%,1,-,-,1.7%,2.6%,69.0%,58.8%,38.9%,52.6%,42.9%,48.0%,0.90
Semi-finals,31,15,16,48.4%,35-35,50.0%,308-313,49.6%,6-2,75.0%,3,-,-,0.0%,3.3%,68.1%,61.0%,42.7%,55.1%,47.1%,51.1%,1.05
Quarter-finals,52,30,22,57.7%,63-53,54.3%,536-503,51.6%,6-6,50.0%,9,-,-,0.7%,4.0%,67.1%,57.4%,47.0%,54.0%,41.9%,47.9%,0.91
vs Righties,320,158,162,49.4%,351-359,49.4%,3272-3293,49.8%,37-40,48.1%,137,45.5%,31.3%,1.0%,4.6%,65.7%,57.2%,44.7%,52.9%,44.2%,48.6%,0.94
vs Lefties,25,12,13,48.0%,26-28,48.1%,245-251,49.4%,0-4,0.0%,12,-,-,2.4%,3.5%,65.4%,59.7%,47.4%,55.5%,44.3%,49.9%,1.00
vs Top 10,68,21,47,30.9%,48-100,32.4%,551-766,41.8%,7-4,63.6%,13,-,-,1.0%,5.6%,63.7%,54.7%,37.6%,48.5%,40.8%,44.6%,0.79
