Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Tokyo  R32,L vs Krunic,1.27,0.31,30.6,2.0,0.0%,29.4%,0.0%,12.5%,18.8%,20.0%
2017 Stockton CA $60K R32,L vs Arconada,1.06,0.80,54.5,13.1,0.0%,31.6%,0.0%,51.5%,47.7%,41.9%
2017 Gifu $80K R32,L vs Zhu,1.03,0.65,42.2,2.5,0.0%,37.0%,0.0%,38.5%,38.5%,40.9%
2016 Australian Open Q1,L vs Hesse,0.98,0.87,75.4,10.5,0.0%,39.2%,0.0%,63.8%,39.6%,47.8%
2015 Poitiers $100K R16,L vs Witthoeft,0.97,0.80,65.7,3.2,0.0%,66.7%,0.0%,56.8%,30.0%,33.3%
2015 Poitiers $100K R32,W vs Perrin,1.21,1.36,55.8,3.0,0.0%,44.7%,0.0%,60.0%,50.0%,58.6%
2015 Seoul R32,W vs Tomljanovic,0.98,1.57,45.5,2.0,4.2%,58.3%,0.0%,70.8%,62.1%,51.7%
2015 Tokyo R16,L vs Tomljanovic,0.91,0.78,61.2,3.3,2.8%,47.2%,5.7%,68.6%,41.0%,31.6%
2015 Tokyo R32,W vs Doi,0.91,1.44,52.9,2.2,0.0%,60.7%,3.7%,70.4%,67.6%,40.6%
2015 US Open Q1,L vs Bellis,0.95,0.83,72.2,4.6,0.0%,46.3%,0.0%,50.0%,42.6%,49.1%
2015 Stanford R16,L vs Pliskova,0.95,0.67,52.9,3.4,2.4%,59.5%,2.6%,53.8%,31.3%,30.0%
2015 Stanford R32,W vs Lisicki,1.23,1.23,60.0,25.3,0.0%,57.1%,0.0%,50.0%,40.8%,52.3%
2015 Stanford Q2,W vs Dabrowski,1.21,2.85,48.7,2.0,0.0%,75.0%,9.5%,85.7%,44.1%,50.0%
2015 Stanford Q1,W vs Osaka,1.04,1.10,61.9,4.8,0.0%,45.3%,0.0%,55.3%,50.0%,55.4%
2015 Sacramento CA $50K R16,W vs Loeb,1.08,1.26,66.9,2.5,0.0%,55.8%,0.0%,65.0%,51.6%,40.7%
2015 Sacramento CA $50K R32,W vs Pegula,1.27,1.28,55.0,4.0,2.4%,56.1%,0.0%,56.4%,39.5%,48.6%
2015 Stockton CA $50K SF,L vs Mestach,0.99,0.83,69.2,2.9,0.0%,51.0%,0.0%,56.3%,40.4%,37.2%
2015 Stockton CA $50K QF,W vs Lao,1.11,1.53,44.4,3.3,3.2%,54.8%,3.4%,58.6%,53.8%,65.4%
2015 Stockton CA $50K R16,W vs Ahn,1.08,1.51,46.1,2.1,0.0%,59.3%,4.0%,48.0%,62.1%,66.7%
2015 Stockton CA $50K R32,W vs Boserup,1.16,1.30,57.6,2.2,0.0%,53.5%,0.0%,46.3%,45.9%,66.7%
2017 (3 matches),,1.09,0.65,45.9,3.1,0.0%,32.9%,0.0%,38.7%,39.5%,37.5%
2016 (1 matches),,0.98,0.87,75.4,10.5,0.0%,39.2%,0.0%,63.8%,39.6%,47.8%
2015 (20 matches),,1.03,1.10,59.4,2.9,0.7%,54.6%,1.1%,57.9%,45.3%,48.3%
2014 (16 matches),,0.99,0.99,64.2,3.3,1.4%,54.7%,1.8%,55.8%,44.4%,44.7%
2013 (30 matches),,1.03,1.06,57.1,2.6,0.8%,54.3%,1.0%,53.8%,44.9%,49.4%
Career (107 matches),,1.01,1.02,58.1,2.8,0.9%,54.2%,1.1%,55.4%,45.0%,46.6%
