Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,91,66,25,72.5%,133-57,70.0%,934-611,60.5%,9-4,69.2%,0,,,,,,,,,,,
Clay,97,75,22,77.3%,151-51,74.8%,1047-579,64.4%,2-4,33.3%,0,,,,,,,,,,,
Grass,64,50,14,78.1%,94-31,75.2%,657-408,61.7%,6-3,66.7%,0,,,,,,,,,,,
Carpet,127,88,39,69.3%,175-84,67.6%,1281-940,57.7%,7-7,50.0%,0,,,,,,,,,,,
Grand Slams,69,51,18,73.9%,102-41,71.3%,725-458,61.3%,4-6,40.0%,0,,,,,,,,,,,
Finals,40,11,29,27.5%,25-62,28.7%,307-454,40.3%,4-3,57.1%,0,,,,,,,,,,,
Semi-finals,59,40,19,67.8%,81-47,63.3%,605-486,55.5%,6-2,75.0%,0,,,,,,,,,,,
Quarter-finals,65,49,16,75.4%,93-37,71.5%,672-426,61.2%,5-6,45.5%,0,,,,,,,,,,,
vs Righties,244,168,76,68.9%,335-167,66.7%,2447-1746,58.4%,15-13,53.6%,0,,,,,,,,,,,
vs Lefties,41,26,15,63.4%,51-37,58.0%,413-363,53.2%,3-4,42.9%,0,,,,,,,,,,,
vs Top 10,4,0,4,0.0%,0-7,0.0%,15-42,26.3%,0-1,0.0%,0,,,,,,,,,,,
