Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,36.4%,45.5%,4.9%,6.6%,49.2%,63.3%,25.8%,44.3%,46.5%,45.5%,0.83,R128 (Roland Garros)
2014,2,0,2,0.0%,0-4,0.0%,17-27,38.6%,0-1,0.0%,2,-,-,0.6%,10.9%,58.8%,66.0%,33.8%,52.7%,38.3%,45.8%,0.81,R32 (Bogota)
2013,23,8,15,34.8%,22-33,40.0%,224-274,45.0%,1-2,33.3%,19,-,-,1.2%,11.3%,58.2%,60.1%,40.5%,51.9%,44.6%,48.1%,0.93,QF (Bastad)
2012,27,12,15,44.4%,32-35,47.8%,317-310,50.6%,2-3,40.0%,25,-,-,0.6%,8.0%,64.1%,58.3%,42.1%,52.5%,48.4%,50.5%,1.02,F (Bastad)
2011,21,10,11,47.6%,25-24,51.0%,230-230,50.0%,4-2,66.7%,20,-,-,2.0%,9.0%,59.3%,61.0%,41.1%,52.9%,47.0%,49.9%,1.00,F (Bogota)
2010,3,0,3,0.0%,0-6,0.0%,19-36,34.5%,0-0,-,2,-,-,0.0%,10.2%,59.9%,59.8%,34.5%,49.6%,37.0%,43.8%,0.73,R32 (2x)
2009,21,8,13,38.1%,21-30,41.2%,206-262,44.0%,3-1,75.0%,17,-,-,1.1%,10.1%,56.9%,57.2%,42.1%,50.7%,44.4%,47.6%,0.90,QF (2x)
2008,10,3,7,30.0%,7-17,29.2%,90-135,40.0%,2-1,66.7%,8,-,-,1.6%,7.5%,59.7%,57.6%,41.4%,51.1%,42.9%,46.9%,0.88,R16 (2x)
2007,7,2,5,28.6%,5-10,33.3%,62-83,42.8%,0-1,0.0%,6,-,-,0.9%,8.7%,54.8%,59.5%,39.8%,50.6%,44.9%,47.6%,0.91,R16 (Seoul)
2006,3,1,2,33.3%,2-4,33.3%,17-32,34.7%,0-0,-,2,-,-,0.8%,4.8%,61.3%,57.9%,37.5%,50.0%,39.8%,45.4%,0.80,R32 (Bogota)
2005,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,-,-,0.0%,3.7%,57.4%,48.4%,34.8%,42.6%,26.8%,35.8%,0.47,R128 (Roland Garros)
Career,119,44,75,37.0%,114-167,40.6%,1193-1414,45.8%,12-11,52.2%,103,36.4%,45.5%,1.2%,9.2%,59.6%,59.1%,40.8%,51.7%,45.4%,48.5%,0.94,
