Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,14,3,11,21.4%,2,1,1,50.0%,2006,2016,R64,8,0.78,0.9%,9.2%,60.5%,53.9%,42.7%,49.4%,39.3%,55.2%,45.7%
Roland Garros,13,Clay,20,7,13,35.0%,3,2,1,66.7%,2003,2016,R32,13,0.87,1.0%,7.3%,57.9%,56.8%,37.5%,48.6%,44.6%,50.3%,40.8%
Wimbledon,7,Grass,16,9,7,56.3%,4,2,2,50.0%,2006,2013,R64,8,1.00,1.5%,5.9%,67.3%,62.1%,45.8%,56.7%,43.5%,50.0%,43.2%
US Open,10,Hard,13,3,10,23.1%,1,1,0,100.0%,2005,2015,R128,6,0.82,0.9%,7.5%,60.4%,56.2%,41.4%,50.4%,40.8%,44.3%,51.3%
Bogota,8,Clay,16,8,8,50.0%,5,2,3,40.0%,2005,2014,F,12,1.02,1.5%,13.5%,53.7%,62.9%,42.3%,53.4%,47.6%,54.5%,48.8%
Acapulco,7,Hard,11,4,7,36.4%,3,1,2,33.3%,2005,2014,QF,6,0.88,0.2%,8.4%,60.8%,53.1%,44.5%,49.8%,44.0%,40.7%,35.0%
Strasbourg,5,Clay,8,3,5,37.5%,2,1,1,50.0%,2006,2013,R16,3,1.04,2.7%,7.6%,59.2%,64.2%,42.7%,55.4%,46.2%,50.0%,55.0%
Indian Wells,5,Hard,8,3,5,37.5%,1,0,1,0.0%,2007,2012,R128,4,0.88,0.7%,7.4%,63.5%,51.6%,41.7%,48.0%,45.6%,43.2%,30.9%
Auckland,3,Hard,8,4,4,50.0%,4,3,1,75.0%,2007,2012,R32,2,0.77,1.3%,15.7%,57.5%,67.0%,27.7%,50.3%,38.0%,25.0%,25.0%
Paris,3,Carpet,6,3,3,50.0%,3,2,1,66.7%,2006,2014,Q2,2,1.04,0.8%,4.9%,76.2%,63.4%,34.5%,56.6%,45.2%,33.3%,44.4%
