Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2016 Saint Gaudens $50K R32,L vs Jorovic,67% (8/12),63% (5/8),2/5,62% (8/13),13% (1/8),2/4,0/0,1/3,0/0,0/1
2016 Cagnes Sur Mer $100K R32,L vs Cepelova,44% (4/9),75% (3/4),1/5,70% (7/10),14% (1/7),1/3,0/0,0/1,0/0,0/1
2016 Rabat Q1,L vs Sabalenka,60% (6/10),83% (5/6),3/5,64% (7/11),0% (0/7),2/5,0/2,0/1,0/0,0/0
2016 Katowice Q1,L vs Burnett,57% (8/14),50% (4/8),1/5,50% (7/14),29% (2/7),2/3,0/0,1/1,0/0,0/0
2016 Croissy Beaubourg $50K R32,L vs Fridman,64% (9/14),89% (8/9),5/8,69% (9/13),11% (1/9),3/6,0/0,0/0,0/0,0/0
2016 Monterrey Q1,L vs Bertens,20% (3/15),100% (3/3),1/5,40% (6/15),17% (1/6),1/2,0/0,1/1,0/0,1/1
2016 Grenoble $25K R16,W vs Garcia Perez,42% (5/12),80% (4/5),0/1,33% (4/12),50% (2/4),3/3,1/1,0/1,0/0,0/0
2016 Grenoble $25K R32,W vs Vrljic,54% (7/13),100% (7/7),3/5,50% (7/14),14% (1/7),4/6,1/1,0/1,1/1,0/0
2016 Australian Open Q1,L vs Yang,62% (8/13),88% (7/8),2/6,71% (10/14),20% (2/10),4/7,1/3,0/2,0/2,0/1
2016 Brisbane Q2,L vs Vesnina,60% (9/15),67% (6/9),4/7,60% (9/15),22% (2/9),2/5,0/0,2/2,0/0,1/1
2016 Brisbane Q1,W vs Sanchez,75% (6/8),100% (6/6),1/2,38% (3/8),33% (1/3),3/5,1/2,0/0,0/1,0/0
2015 Nantes $50K SF,W vs Siniakova,50% (7/14),71% (5/7),0/2,29% (4/14),25% (1/4),4/5,2/2,1/2,1/1,0/0
2015 Nantes $50K R16,W vs Parmentier,67% (6/9),83% (5/6),0/2,22% (2/9),0% (0/2),4/5,2/3,0/0,1/2,0/0
2015 Poitiers $100K R32,L vs Beck,44% (7/16),57% (4/7),0/5,56% (9/16),44% (4/9),1/3,0/1,1/1,0/1,0/0
2015 Luxembourg Q2,L vs Coin,29% (4/14),50% (2/4),0/3,50% (7/14),43% (3/7),2/2,1/1,1/2,0/0,0/0
2015 Luxembourg Q1,W vs Molinaro,89% (8/9),100% (8/8),4/5,60% (6/10),0% (0/6),3/8,1/3,0/0,0/2,0/0
2015 Clermont Ferrand $25K QF,L vs Fridman,31% (4/13),100% (4/4),0/4,50% (7/14),29% (2/7),3/4,1/1,3/4,0/0,2/3
2015 Clermont Ferrand $25K R16,W vs Barbat,86% (6/7),100% (6/6),1/1,14% (1/7),0% (0/1),4/5,1/2,0/0,1/1,0/0
2015 Clermont Ferrand $25K R32,W vs Jorovic,70% (7/10),71% (5/7),1/3,36% (4/11),25% (1/4),4/4,1/1,2/2,1/1,0/0
2015 US Open Q1,L vs Duan,30% (3/10),67% (2/3),1/3,60% (6/10),17% (1/6),1/2,0/1,0/2,0/0,0/1
2016 (11 matches),,54.1%,79.5%,42.6%,55.4%,18.2%,55.1%,44.4%,38.5%,25.0%,40.0%
2015 (16 matches),,52.4%,87.4%,31.3%,44.4%,25.0%,69.7%,60.0%,50.0%,55.6%,33.3%
2014 (10 matches),,55.6%,71.7%,40.4%,61.8%,16.2%,48.7%,37.5%,60.0%,40.0%,75.0%
2013 (28 matches),,48.6%,75.5%,35.0%,54.9%,19.6%,57.3%,75.0%,41.7%,77.8%,22.2%
2012 (22 matches),,50.2%,81.0%,39.6%,51.2%,15.2%,64.0%,90.9%,63.0%,83.3%,76.9%
Career (89 matches),,51.2%,78.5%,37.6%,52.9%,18.8%,60.4%,65.7%,51.6%,61.8%,52.6%
